년도,사이버과정명,차수,수행부처,수료율
2019,ODA 공공행정 전문가,1차,국가공무원인재개발원,0.0
2019,RAM 제도 업무 소개,1차,방위사업청,60.0
2019,RAM 제도 업무 소개,10차,방위사업청,100.0
2019,RAM 제도 업무 소개,11차,방위사업청,75.0
2019,RAM 제도 업무 소개,12차,방위사업청,60.0
2019,RAM 제도 업무 소개,2차,방위사업청,100.0
2019,RAM 제도 업무 소개,3차,방위사업청,0.0
2019,RAM 제도 업무 소개,4차,방위사업청,72.7
2019,RAM 제도 업무 소개,5차,방위사업청,40.0
2019,RAM 제도 업무 소개,6차,방위사업청,66.7
2019,RAM 제도 업무 소개,7차,방위사업청,80.0
2019,RAM 제도 업무 소개,8차,방위사업청,100.0
2019,RAM 제도 업무 소개,9차,방위사업청,100.0
2019,SBA,1차,방위사업청,0.0
2019,SBA,10차,방위사업청,0.0
2019,SBA,11차,방위사업청,0.0
2019,SBA,12차,방위사업청,0.0
2019,SBA,2차,방위사업청,0.0
2019,SBA,3차,방위사업청,0.0
2019,SBA,4차,방위사업청,0.0
2019,SBA,5차,방위사업청,0.0
2019,SBA,6차,방위사업청,0.0
2019,SBA,7차,방위사업청,50.0
2019,SBA,8차,방위사업청,0.0
2019,SBA,9차,방위사업청,0.0
2019,TOEIC 실전 LC - STEP 1,1차,국가공무원인재개발원,100.0
2019,TRIZ 를 활용한 기술혁신,1차,방위사업청,0.0
2019,TRIZ 를 활용한 기술혁신,10차,방위사업청,50.0
2019,TRIZ 를 활용한 기술혁신,11차,방위사업청,0.0
2019,TRIZ 를 활용한 기술혁신,12차,방위사업청,100.0
2019,TRIZ 를 활용한 기술혁신,2차,방위사업청,50.0
2019,TRIZ 를 활용한 기술혁신,3차,방위사업청,0.0
2019,TRIZ 를 활용한 기술혁신,4차,방위사업청,100.0
2019,TRIZ 를 활용한 기술혁신,5차,방위사업청,25.0
2019,TRIZ 를 활용한 기술혁신,6차,방위사업청,0.0
2019,TRIZ 를 활용한 기술혁신,7차,방위사업청,50.0
2019,TRIZ 를 활용한 기술혁신,8차,방위사업청,100.0
2019,TRIZ 를 활용한 기술혁신,9차,방위사업청,0.0
2019,UCC동영상 제작,1차,방위사업청,100.0
2019,UCC동영상 제작,10차,방위사업청,0.0
2019,UCC동영상 제작,11차,방위사업청,100.0
2019,UCC동영상 제작,12차,방위사업청,0.0
2019,UCC동영상 제작,2차,방위사업청,0.0
2019,UCC동영상 제작,3차,방위사업청,0.0
2019,UCC동영상 제작,4차,방위사업청,0.0
2019,UCC동영상 제작,5차,방위사업청,0.0
2019,UCC동영상 제작,6차,방위사업청,0.0
2019,UCC동영상 제작,7차,방위사업청,0.0
2019,UCC동영상 제작,8차,방위사업청,66.7
2019,UCC동영상 제작,9차,방위사업청,100.0
2019,"[850점]토익 Listening Part 1,2①",1차,국가공무원인재개발원,100.0
2019,"[850점]토익 Listening Part 1,2①",2차,국가공무원인재개발원,100.0
2019,"[850점]토익 Listening Part 1,2①",3차,국가공무원인재개발원,100.0
2019,"[850점]토익 Listening Part 1,2②",1차,국가공무원인재개발원,100.0
2019,"[850점]토익 Listening Part 1,2②",2차,국가공무원인재개발원,100.0
2019,[850점]토익 Listening Part 3,1차,국가공무원인재개발원,100.0
2019,[850점]토익 Reading 독해① 2019년,1차,국가공무원인재개발원,100.0
2019,[850점]토익 Reading 독해② 2019년,1차,국가공무원인재개발원,100.0
2019,[850점]토익 Reading 문법②STEP1,1차,국가공무원인재개발원,100.0
2019,[850점]토익 Reading 문법②STEP2,1차,국가공무원인재개발원,100.0
2019,[900점]토익 1000제 Listening①STEP2,1차,국가공무원인재개발원,100.0
2019,[900점]토익 1000제 Listening②STEP1,1차,국가공무원인재개발원,100.0
2019,[900점]토익 1000제 Reading①STEP1,1차,국가공무원인재개발원,100.0
2019,[900점]토익 1000제 Reading①STEP2,1차,국가공무원인재개발원,100.0
2019,[공무원과정] 산약초재배 (사),1차,산림교육원,100.0
2019,[공무원과정] 숲의 조성과 관리 (사),1차,산림교육원,100.0
2019,[끝내주는 보고서]유형별 보고 Skill및 PREP 기법,1차,국가공무원인재개발원,100.0
2019,간부대상 사이버보안(정보보안) 집합교육,1차,방위사업청,100.0
2019,감사,1차,방위사업청,44.4
2019,감사,10차,방위사업청,81.8
2019,감사,11차,방위사업청,68.8
2019,감사,12차,방위사업청,82.4
2019,감사,2차,방위사업청,45.5
2019,감사,3차,방위사업청,66.7
2019,감사,4차,방위사업청,75.0
2019,감사,5차,방위사업청,71.4
2019,감사,6차,방위사업청,77.8
2019,감사,7차,방위사업청,85.7
2019,감사,8차,방위사업청,90.9
2019,감사,9차,방위사업청,100.0
2019,개인정보 보호와 정보보안,1차,방위사업청,77.1
2019,개인정보 보호와 정보보안,10차,방위사업청,75.9
2019,개인정보 보호와 정보보안,11차,방위사업청,72.2
2019,개인정보 보호와 정보보안,12차,방위사업청,82.6
2019,개인정보 보호와 정보보안,2차,방위사업청,86.7
2019,개인정보 보호와 정보보안,3차,방위사업청,80.0
2019,개인정보 보호와 정보보안,4차,방위사업청,72.5
2019,개인정보 보호와 정보보안,5차,방위사업청,78.8
2019,개인정보 보호와 정보보안,6차,방위사업청,83.9
2019,개인정보 보호와 정보보안,7차,방위사업청,91.7
2019,개인정보 보호와 정보보안,8차,방위사업청,72.0
2019,개인정보 보호와 정보보안,9차,방위사업청,75.0
2019,개인정보 안전성 확보조치,1차,방위사업청,75.0
2019,개인정보 안전성 확보조치,10차,방위사업청,87.5
2019,개인정보 안전성 확보조치,11차,방위사업청,62.5
2019,개인정보 안전성 확보조치,12차,방위사업청,70.0
2019,개인정보 안전성 확보조치,2차,방위사업청,79.2
2019,개인정보 안전성 확보조치,3차,방위사업청,81.8
2019,개인정보 안전성 확보조치,4차,방위사업청,77.8
2019,개인정보 안전성 확보조치,5차,방위사업청,68.8
2019,개인정보 안전성 확보조치,6차,방위사업청,74.2
2019,개인정보 안전성 확보조치,7차,방위사업청,79.2
2019,개인정보 안전성 확보조치,8차,방위사업청,91.7
2019,개인정보 안전성 확보조치,9차,방위사업청,53.8
2019,개인정보보호,1차,방위사업청,83.6
2019,개인정보보호,10차,방위사업청,77.4
2019,개인정보보호,11차,방위사업청,76.5
2019,개인정보보호,12차,방위사업청,95.0
2019,개인정보보호,2차,방위사업청,70.3
2019,개인정보보호,3차,방위사업청,80.5
2019,개인정보보호,4차,방위사업청,74.4
2019,개인정보보호,5차,방위사업청,75.9
2019,개인정보보호,6차,방위사업청,85.2
2019,개인정보보호,7차,방위사업청,90.5
2019,개인정보보호,8차,방위사업청,73.7
2019,개인정보보호,9차,방위사업청,72.0
2019,개인정보보호법 이해하기,1차,방위사업청,87.9
2019,개인정보보호법 이해하기,10차,방위사업청,81.5
2019,개인정보보호법 이해하기,11차,방위사업청,87.7
2019,개인정보보호법 이해하기,12차,방위사업청,100.0
2019,개인정보보호법 이해하기,2차,방위사업청,77.6
2019,개인정보보호법 이해하기,3차,방위사업청,75.0
2019,개인정보보호법 이해하기,4차,방위사업청,89.8
2019,개인정보보호법 이해하기,5차,방위사업청,79.4
2019,개인정보보호법 이해하기,6차,방위사업청,92.0
2019,개인정보보호법 이해하기,7차,방위사업청,84.9
2019,개인정보보호법 이해하기,8차,방위사업청,96.7
2019,개인정보보호법 이해하기,9차,방위사업청,76.9
2019,개정 미국특허법 완전정복,1차,방위사업청,0.0
2019,개정 미국특허법 완전정복,10차,방위사업청,0.0
2019,개정 미국특허법 완전정복,11차,방위사업청,0.0
2019,개정 미국특허법 완전정복,12차,방위사업청,0.0
2019,개정 미국특허법 완전정복,2차,방위사업청,0.0
2019,개정 미국특허법 완전정복,3차,방위사업청,0.0
2019,개정 미국특허법 완전정복,4차,방위사업청,0.0
2019,개정 미국특허법 완전정복,5차,방위사업청,0.0
2019,개정 미국특허법 완전정복,6차,방위사업청,0.0
2019,개정 미국특허법 완전정복,7차,방위사업청,0.0
2019,개정 미국특허법 완전정복,8차,방위사업청,0.0
2019,개정 미국특허법 완전정복,9차,방위사업청,0.0
2019,검증업무 이해 및 교훈사례 발표,1차,방위사업청,100.0
2019,계약형태 결정기준 개선 정책연구용역 과제 최종보고회,1차,방위사업청,100.0
2019,고전에서 배우는 경영철학,1차,방위사업청,100.0
2019,고전에서 배우는 경영철학,10차,방위사업청,100.0
2019,고전에서 배우는 경영철학,11차,방위사업청,100.0
2019,고전에서 배우는 경영철학,12차,방위사업청,100.0
2019,고전에서 배우는 경영철학,2차,방위사업청,100.0
2019,고전에서 배우는 경영철학,3차,방위사업청,50.0
2019,고전에서 배우는 경영철학,4차,방위사업청,100.0
2019,고전에서 배우는 경영철학,5차,방위사업청,0.0
2019,고전에서 배우는 경영철학,6차,방위사업청,100.0
2019,고전에서 배우는 경영철학,7차,방위사업청,66.7
2019,고전에서 배우는 경영철학,8차,방위사업청,0.0
2019,고전에서 배우는 경영철학,9차,방위사업청,50.0
2019,고충민원대응기법 및 사례분석,1차,국가공무원인재개발원,100.0
2019,고충민원대응기법 및 사례분석,2차,국가공무원인재개발원,100.0
2019,고충민원대응기법 및 사례분석,3차,국가공무원인재개발원,0.0
2019,공공 통일교육과정,1차,방위사업청,93.4
2019,공공 통일교육과정,2차,방위사업청,93.8
2019,공공 통일교육과정,3차,방위사업청,94.2
2019,공공 통일교육과정,4차,방위사업청,91.6
2019,공공 통일교육과정,5차,방위사업청,93.4
2019,공공 통일교육과정,6차,방위사업청,93.7
2019,공공 통일교육과정,7차,방위사업청,93.7
2019,공공 통일교육과정,8차,방위사업청,94.7
2019,공공 통일교육과정,9차,방위사업청,97.6
2019,공공감사에 관한 법률의 이해(사),1차,감사교육원,100.0
2019,공공감사에 관한 법률의 이해(사),2차,감사교육원,100.0
2019,공군 사이버 자살예방교육,1차,공군본부,100.0
2019,공군 자살예방교육,1차,공군본부,100.0
2019,공무원 성인지 사이버교육,1차,한국양성평등교육진흥원,100.0
2019,공무원 성인지 사이버교육,2차,한국양성평등교육진흥원,100.0
2019,공무원 실용정보화 일반,1차,방위사업청,0.0
2019,공무원 실용정보화 일반,10차,방위사업청,100.0
2019,공무원 실용정보화 일반,11차,방위사업청,0.0
2019,공무원 실용정보화 일반,12차,방위사업청,100.0
2019,공무원 실용정보화 일반,2차,방위사업청,0.0
2019,공무원 실용정보화 일반,3차,방위사업청,0.0
2019,공무원 실용정보화 일반,4차,방위사업청,0.0
2019,공무원 실용정보화 일반,5차,방위사업청,75.0
2019,공무원 실용정보화 일반,6차,방위사업청,0.0
2019,공무원 실용정보화 일반,7차,방위사업청,0.0
2019,공무원 실용정보화 일반,8차,방위사업청,100.0
2019,공무원 실용정보화 일반,9차,방위사업청,100.0
2019,공무원 징계 및 소청제도의 이해,1차,국가공무원인재개발원,100.0
2019,공직가치,1차,방위사업청,65.0
2019,공직가치,10차,방위사업청,78.0
2019,공직가치,11차,방위사업청,71.1
2019,공직가치,12차,방위사업청,69.1
2019,공직가치,2차,방위사업청,71.8
2019,공직가치,3차,방위사업청,73.2
2019,공직가치,4차,방위사업청,74.2
2019,공직가치,5차,방위사업청,78.1
2019,공직가치,6차,방위사업청,65.4
2019,공직가치,7차,방위사업청,67.9
2019,공직가치,8차,방위사업청,71.4
2019,공직가치,9차,방위사업청,67.6
2019,공직범죄의 주요 유형 및 처리 요령,1차,감사교육원,100.0
2019,과장급 장기국외훈련 수료,1차,국제전략문제연구소(CSIS),100.0
2019,과장급 표준역량과 역량평가의 이해,1차,국가공무원인재개발원,100.0
2019,과천청사 &#34;당뇨병 건강강좌&#34; 참석,1차,방위사업청,100.0
2019,과천청사 '스포츠테이핑' 특강,1차,방위사업청,100.0
2019,과천청사 「만성요통관리와 운동」 특강,1차,방위사업청,83.3
2019,과천청사 공무원 마음건강센터 10월 프로그램,1차,방위사업청,100.0
2019,과천청사 공무원 마음건강센터 11월 프로그램,1차,방위사업청,100.0
2019,과천청사 공무원 마음건강센터 2월 프로그램,1차,방위사업청,100.0
2019,과천청사 공무원 마음건강센터 3월 프로그램,1차,방위사업청,100.0
2019,과천청사 공무원 마음건강센터 4월 프로그램,1차,방위사업청,100.0
2019,과천청사 공무원 마음건강센터 5월 프로그램,1차,방위사업청,100.0
2019,과천청사 공무원 마음건강센터 6월 프로그램,1차,방위사업청,85.7
2019,과천청사 공무원 마음건강센터 7월 프로그램,1차,방위사업청,100.0
2019,과천청사 공무원 마음건강센터 8월 프로그램,1차,방위사업청,100.0
2019,과천청사 공무원 마음건강센터 9월 프로그램,1차,방위사업청,100.0
2019,과천청사관리소 주관 4대폭력 예방교육,1차,방위사업청,100.0
2019,과천청사관리소 주관 청렴교육,1차,방위사업청,100.0
2019,국가계약법,1차,방위사업청,50.0
2019,국가계약법,10차,방위사업청,75.0
2019,국가계약법,11차,방위사업청,100.0
2019,국가계약법,12차,방위사업청,100.0
2019,국가계약법,2차,방위사업청,66.7
2019,국가계약법,3차,방위사업청,33.3
2019,국가계약법,4차,방위사업청,33.3
2019,국가계약법,5차,방위사업청,100.0
2019,국가계약법,6차,방위사업청,0.0
2019,국가계약법,7차,방위사업청,0.0
2019,국가계약법,8차,방위사업청,66.7
2019,국가계약법,9차,방위사업청,0.0
2019,국가재난관리정보시스템과정,1차,국가민방위재난안전교육원,100.0
2019,국가회계원리,1차,방위사업청,66.7
2019,국가회계원리,10차,방위사업청,100.0
2019,국가회계원리,11차,방위사업청,100.0
2019,국가회계원리,12차,방위사업청,0.0
2019,국가회계원리,2차,방위사업청,0.0
2019,국가회계원리,3차,방위사업청,100.0
2019,국가회계원리,4차,방위사업청,100.0
2019,국가회계원리,5차,방위사업청,50.0
2019,국가회계원리,6차,방위사업청,0.0
2019,국가회계원리,7차,방위사업청,100.0
2019,국가회계원리,8차,방위사업청,0.0
2019,국가회계원리,9차,방위사업청,0.0
2019,국내 한도액계약 관련 정책연구용역 제안서 평가,1차,방위사업청,100.0
2019,국내계약 작성,1차,방위사업청,0.0
2019,국내계약 작성,10차,방위사업청,100.0
2019,국내계약 작성,11차,방위사업청,100.0
2019,국내계약 작성,12차,방위사업청,100.0
2019,국내계약 작성,2차,방위사업청,40.0
2019,국내계약 작성,3차,방위사업청,50.0
2019,국내계약 작성,4차,방위사업청,0.0
2019,국내계약 작성,5차,방위사업청,40.0
2019,국내계약 작성,6차,방위사업청,0.0
2019,국내계약 작성,7차,방위사업청,66.7
2019,국내계약 작성,8차,방위사업청,0.0
2019,국내계약 작성,9차,방위사업청,50.0
2019,국내야간석사위탁(학위),1차,연세대대학원,100.0
2019,국내위탁(야간석사)장기훈련,1차,연세대대학원,100.0
2019,국내조달 관리,1차,방위사업청,25.0
2019,국내조달 관리,10차,방위사업청,50.0
2019,국내조달 관리,11차,방위사업청,50.0
2019,국내조달 관리,12차,방위사업청,100.0
2019,국내조달 관리,2차,방위사업청,0.0
2019,국내조달 관리,3차,방위사업청,25.0
2019,국내조달 관리,4차,방위사업청,0.0
2019,국내조달 관리,5차,방위사업청,50.0
2019,국내조달 관리,6차,방위사업청,50.0
2019,국내조달 관리,7차,방위사업청,50.0
