번호,국가,제목,등록일자
1476,일본,[정보요청서] 일본 해상자위대 차기 전자정보 수집항공기,2021-09-16
1475,쿠웨이트,[정보요청서] 8년 미만 중고 유류지원함,2021-04-27
1474,인도,[정보요청서] 155mm/52구경 자주포,2021-04-21
1473,미국,[정보요청서] 군용 야간투시경,2021-03-26
1472,필리핀,"[해외방산시장동향] 필리핀, 방위산업단지 조성 예정",2021-03-26
1471,브라질,[정보요청서] 브라질 8×8 차륜형 장갑차 (105mm 이상 주포 장착),2021-03-22
1470,미국,[정보요청서] 미국 육군 레이저 표적지시기,2021-02-18
1469,페루,"[해외방산시장동향] 페루, 2021년 국방 예산 승인",2021-01-15
4,미국,"[해외방산시장동향] 미국, 신형 야간 투시경 사업설명회 추진계획 발표",2021-01-15
10,과테말라,[정보요청서] 미국 야간투시경,2021-01-04
1468,폴란드,[해외입찰정보] 폴란드 탄약,2020-12-31
1467,에스토니아,[해외입찰정보] 에스토니아 수류탄,2020-12-31
1466,싱가포르,[해외입찰정보] 싱가포르 치누크용 부품,2020-12-31
1465,알제리,[해외입찰정보] 알제리 함정용 엔진,2020-12-31
1464,사우디아라비아,[해외입찰정보] 사우디 군용 컴퓨터 및 악세서리,2020-12-31
1463,폴란드,[해외입찰정보] 폴란드 방탄보호의,2020-12-31
1462,방글라데시,[해외입찰정보] 방글라데시 전투기용 플레어&amp;체프,2020-12-31
1461,방글라데시,[해외입찰정보] 방글라데시 비가연성 방탄조끼,2020-12-31
1460,태국,[해외입찰정보] 태국 견인 트럭 및 트레일러 차량,2020-12-31
1459,폴란드,[해외입찰정보] 폴란드 군용헬멧,2020-12-31
1458,남아프리카공화국,[해외입찰정보] 남아프리카공화국 얼굴 인식 시스템,2020-12-24
1457,방글라데시,[해외입찰정보] 방글라데시 전술 나이프,2020-12-24
1456,필리핀,[해외입찰정보] 필리핀 76mm 탄약,2020-12-24
1455,싱가포르,[해외입찰정보] 싱가포르 F15용 배터리,2020-12-24
1454,스페인,[해외입찰정보] 스페인 군복,2020-12-24
1453,필리핀,[해외입찰정보] 필리핀 25mm 탄약,2020-12-24
1452,사우디아라비아,"[해외방산시장동향] 사우디아라비아, 2021년 국방예산 삭감",2020-12-24
1451,말레이시아,"[해외방산시장동향] 말레이시아, LCA/FLIT 프로그램 자금 지원 승인",2020-12-24
1450,아일랜드,[해외입찰정보] 아일랜드 군용 장갑차,2020-12-24
1449,독일,[해외입찰정보] 독일 개인 지원용 장구류,2020-12-24
1448,싱가포르,[해외입찰정보] 싱가포르 A330용 부품,2020-12-24
1447,그리스,[해외입찰정보] 그리스 무인항공기,2020-12-24
1446,체코,[해외입찰정보] 체코 화생방 방호복,2020-12-22
1445,체코,[해외입찰정보] 체코 기관총,2020-12-22
1444,독일,[해외입찰정보] 독일 장갑차,2020-12-22
1443,파키스탄,[해외입찰정보] 파키스탄 32배럴 샷건,2020-12-21
1442,스리랑카,[해외입찰정보] 스리랑카 저전압 전류 분배기,2020-12-21
1441,방글라데시,[해외입찰정보] FM 무전기용 부품,2020-12-21
1440,네팔,[해외입찰정보] 네팔 군복 원단,2020-12-21
1439,칠레,[해외입찰정보] 칠레 타겟 및 정찰용 드론,2020-12-21
1438,체코,[해외입찰정보] 체코 화생방 방호의,2020-12-14
1437,슬로바키아,[해외입찰정보] 슬로바키아 보호복,2020-12-14
1436,독일,[해외입찰정보] 독일 장갑차,2020-12-14
1435,체코,[해외입찰정보] 체코 기관총,2020-12-14
1434,싱가포르,[해외입찰정보] 싱가포르 F16용 부품,2020-12-11
1433,필리핀,[해외입찰정보] 필리핀 76mm 고폭약,2020-12-11
1432,방글라데시,[해외입찰정보] 방글라데시 전술보안경,2020-12-11
1431,필리핀,[해외입찰정보] 필리핀 25mm 탄약,2020-12-11
1430,남아프리카공화국,[해외입찰정보] 남아프리카공화국 탄약,2020-12-11
1429,브라질,[해외입찰정보] 브라질 9mm 권총,2020-12-11
1428,루마니아,[해외입찰정보] 루마니아 지휘 및 연락 차량,2020-12-07
1427,프랑스,[해외입찰정보] 프랑스 군용 헬멧,2020-12-07
1426,영국,[해외입찰정보] 영국 군복,2020-12-07
1425,스페인,[해외입찰정보] 스페인 군용차량 부품,2020-12-07
1424,태국,[해외입찰정보] 태국 샷건,2020-12-04
1423,브라질,[해외입찰정보] 브라질 연막탄,2020-12-04
1422,방글라데시,[해외입찰정보] 방글라데시 대공화기 시뮬레이션 시스템,2020-12-04
1421,남아프리카공화국,[해외입찰정보] 남아프리카공화국 치안유지장비,2020-12-04
1420,싱가포르,[해외입찰정보] 싱가포르 함정용 부품,2020-12-04
1419,페루,[해외입찰정보] 싱가포르 F16용 부품,2020-12-04
1418,슬로베니아,[해외입찰정보] 슬로베니아 탄약 및 관련 부품,2020-11-27
1417,싱가포르,[해외입찰정보] 싱가포르 F15용 부품,2020-11-27
1416,남아프리카공화국,[해외입찰정보] 남아프리카공화국 치안유지장비,2020-11-27
1415,싱가포르,[해외입찰정보] 싱가포르 A330용 부품,2020-11-27
1414,루마니아,[해외입찰정보] 루마니아 권총,2020-11-27
1413,페루,[해외입찰정보] 페루 치안유지장비,2020-11-27
1412,남아프리카공화국,[해외입찰정보] 남아프리카공화국 소총 등,2020-11-27
1411,핀란드,[해외입찰정보] 핀란드 탄약통,2020-11-27
1410,몬테네그로,[해외입찰정보] 폴란드 군용차량 및 관련부품,2020-11-27
8,방글라데시,[해외입찰정보] 방글라데시 훈련용 수류탄 등,2020-11-27
1409,불가리아,[해외입찰정보] 불가리아 개인용 장구류,2020-11-21
1408,그리스,[해외입찰정보] 그리스 군용 위장자켓,2020-11-21
1407,루마니아,[해외입찰정보] 루마니아 지휘 및 연락 차량,2020-11-21
1406,핀란드,[해외입찰정보] 핀란드 방탄조끼,2020-11-21
1405,싱가포르,[해외입찰정보] 싱가포르 F16부품,2020-11-20
1404,싱가포르,[해외입찰정보] 싱가포르 A330용 부품,2020-11-20
1403,방글라데시,[해외입찰정보] 방글라데시 윤활유,2020-11-20
1402,칠레,[해외입찰정보] 칠레 연습용 탄약,2020-11-20
1401,말레이시아,[해외입찰정보] 말레이시아 전자 사격 시스템,2020-11-20
1400,태국,[해외입찰정보] 태국 샷건,2020-11-20
1399,콜롬비아,[해외입찰정보] 콜롬비아 샷건용 탄약,2020-11-13
1398,벨기에,[해외입찰정보] 벨기에 탄약,2020-11-13
1397,폴란드,[해외입찰정보] 폴란드 155mm 시험용 탄약,2020-11-13
1396,방글라데시,[해외입찰정보] 방글라데시 유류저장통,2020-11-13
1395,콩고,[해외입찰정보] 콩고 장갑 수송차,2020-11-13
1394,방글라데시,[해외입찰정보] 방글라데시 발전기,2020-11-13
1393,스페인,[해외입찰정보] 스페인 소형화기,2020-11-13
1392,싱가포르,[해외입찰정보] 싱가포르 치누크용 부품,2020-11-13
1391,칠레,[해외입찰정보] 칠레 가상 슈팅 시스템,2020-11-13
1390,덴마크,[해외입찰정보] 덴마크 4륜구동 차량,2020-11-13
1389,멕시코,[해외입찰정보] 멕시코 훈련용 타겟,2020-11-06
1388,이탈리아,[해외입찰정보] 이탈리아 군용항공기,2020-11-06
1387,키프로스,[해외입찰정보] 키프로스 4륜구동차량,2020-11-06
1386,싱가포르,[해외입찰정보] 싱가포르 아파치용 부품,2020-11-06
1385,이탈리아,[해외입찰정보] 이탈리아 화생방 의복,2020-11-06
1384,방글라데시,[해외입찰정보] 방글라데시 항해용 신호기,2020-11-06
1383,필리핀,[해외입찰정보] 필리핀 9mm 탄약,2020-11-06
1382,방글라데시,[해외입찰정보] 방글라데시 무전기 부품,2020-11-06
1381,프랑스,[해외입찰정보] 프랑스 군함용 부품,2020-11-06
1380,브라질,[해외입찰정보] 브라질 탄약,2020-11-06
1379,오스트리아,[해외입찰정보] 오스트리아 탄약,2020-10-30
1378,그리스,[해외입찰정보] 그리스 함정용 엔진 및 부품,2020-10-30
1377,슬로바키아,[해외입찰정보] 슬로바키아 화생방 방호복,2020-10-30
1376,페루,[해외입찰정보] 페루 의류 악세서리,2020-10-30
1375,필리핀,[해외입찰정보] 필리핀 수류탄,2020-10-30
1374,가나,[해외입찰정보] 가나 치안유지 장비,2020-10-30
1373,필리핀,[해외입찰정보] 필리핀 40mm 유탄발사기,2020-10-30
1372,루마니아,[해외입찰정보] 루마니아 미사일,2020-10-30
1371,남아프리카공화국,[해외입찰정보] 남아프리카공화국 소총,2020-10-30
1370,독일,[해외입찰정보] 독일 군함용 엔진 및 부품,2020-10-30
1369,싱가포르,[해외입찰정보] 싱가포르 치누크용 부품,2020-10-30
1368,벨기에,"[해외입찰정보] 벨기에 무기, 탄약 및 관련부품",2020-10-30
1367,방글라데시,[해외입찰정보] 방글라데시 C130J용 항전장비,2020-10-23
1366,필리핀,[해외입찰정보] 필리핀 14.5mm 탄약,2020-10-23
1365,싱가포르,[해외입찰정보] 싱가포르 C130용 부품,2020-10-23
1364,영국,[해외입찰정보] 영국 총기,2020-10-23
1363,영국,[해외입찰정보] 영국 전투 시뮬레이터,2020-10-23
1362,필리핀,[해외입찰정보] 필리핀 저격소총,2020-10-23
1361,프랑스,[해외입찰정보] 프랑스 군함용 부품,2020-10-23
1360,싱가포르,[해외입찰정보] 싱가포르 치누크용 부품,2020-10-23
1359,폴란드,[해외입찰정보] 폴란드 탄약,2020-10-23
1358,독일,[해외입찰정보] 독일 군사전자시스템,2020-10-23
1357,그리스,[해외입찰정보] 그리스 군함용 엔진 및 엔진부품,2020-10-23
14,가나,[해외입찰정보] 네팔 치안유지장비,2020-10-23
1356,루마니아,[해외입찰정보] 루마니아 지휘 및 연락 차량,2020-10-16
1355,스페인,[해외입찰정보] 스페인 기타무기,2020-10-16
1354,남아프리카공화국,[해외입찰정보] 남아공 훈련용 타겟,2020-10-16
1353,필리핀,[해외입찰정보] 필리핀 수류탄,2020-10-16
1352,루마니아,[해외입찰정보] 루마니아 총기 및 탄약,2020-10-16
1351,싱가포르,[해외입찰정보] 싱가포르 F16용 부품,2020-10-16
1350,그리스,[해외입찰정보] 그리스 군함용 엔진 및 엔진부품,2020-10-16
1349,노르웨이,[해외입찰정보] 노르웨이 보트,2020-10-16
1348,싱가포르,[방산시장동향] 싱가포르 함정용 부품,2020-10-16
1347,프랑스,[해외입찰정보] 프랑스 긴급대응차량,2020-10-16
7,필리핀,[해외입찰정보] 필리핀 50구경 탄약,2020-10-16
5,방글라데시,[해외입찰정보] 방글라데시 72.6mm 탄약,2020-10-16
1346,영국,"[해외입찰정보] 영국 경찰용 무기, 탄약 및 관련 부품",2020-10-09
1345,그리스,[해외입찰정보] 그리스 쌍안경,2020-10-09
1344,마케도니아,[해외입찰정보] 북마케도니아 방탄조끼,2020-10-09
1343,아일랜드,[해외입찰정보] 아일랜드 방탄복,2020-10-09
1342,프랑스,[해외입찰정보] 프랑스 안테나 및 반사경,2020-10-09
1341,영국,"[해외입찰정보] 영국 무기, 탄약 및 관련 부품",2020-10-09
1340,남아프리카공화국,[해외입찰정보] 남아공 개인용 권총집 등,2020-10-08
1339,스리랑카,[해외입찰정보] 스리랑카 컴프레셔,2020-10-08
1338,싱가포르,[해외입찰정보] 싱가포르 함정용 부품,2020-10-08
1337,필리핀,[해외입찰정보] 필리핀 7.62mm 탄약,2020-10-08
1336,필리핀,[해외입찰정보] 필리핀 샷건 및 권총,2020-10-08
1335,필리핀,[해외입찰정보] 필리핀 38mm 탄약,2020-10-08
1334,노르웨이,[해외입찰정보] 노르웨이 군복,2020-09-29
1333,브라질,[해외입찰정보] 브라질 105mm 고폭약,2020-09-29
1332,루마니아,[해외입찰정보] 루마니아 방호복,2020-09-29
1331,그리스,[해외입찰정보] 그리스 무인항공기,2020-09-29
1330,스리랑카,[해외입찰정보] 스리랑카 탄약,2020-09-29
3,페루,[해외입찰정보] 페루 불법 채굴 단속용 비살상 총기류,2020-09-29
1329,에스토니아,[해외입찰정보] 에스토니아 탄약,2020-09-25
1328,영국,[해외입찰정보] 영국 무인항공기,2020-09-25
1327,독일,[해외입찰정보] 독일 전투복,2020-09-25
1326,벨기에,[해외입찰정보] 벨기에 정찰 및 순찰차량,2020-09-25
1325,말레이시아,[해외입찰정보] 말레이시아 5.56mm 소총 및 악세서리,2020-09-25
1324,이탈리아,[해외입찰정보] 이탈리아 군함용 엔진 및 엔진부품,2020-09-25
1323,스리랑카,[해외입찰정보] 스리랑카 화재감지시스템,2020-09-25
1322,싱가포르,[해외입찰정보] 싱가포르 함정용 부품,2020-09-25
1321,영국,[해외입찰정보] 영국 전차용 전투 시뮬레이터,2020-09-25
1320,방글라데시,[해외입찰정보] 방글라데시 군용 허리띠,2020-09-25
1319,남아프리카공화국,[해외입찰정보] 남아프리카공화국 5.56mm 탄약 등,2020-09-25
1318,싱가포르,[해외입찰정보] 싱가포르 치누크용 부품,2020-09-25
1317,독일,[해외입찰정보] 독일 개인용 장구류,2020-09-18
1316,프랑스,"[해외입찰정보] 프랑스 무기, 탄약 및 관련부품",2020-09-18
1315,필리핀,[해외입찰정보] 필리핀 5.56mm 소총,2020-09-18
1314,칠레,[해외입찰정보] 칠레 개인용 침구류,2020-09-18
1313,영국,[해외입찰정보] 영국 군용차량 관련부품,2020-09-18
1312,싱가포르,[해외입찰정보] 싱가포르 F16용 부품,2020-09-18
1311,필리핀,[해외입찰정보] 필리핀 40mm 고폭약,2020-09-18
1310,독일,[해외입찰정보] 독일 지휘통제차량,2020-09-18
1309,싱가포르,[해외입찰정보] 싱가포르 함정용 부품,2020-09-18
1308,스페인,[해외입찰정보] 스페인 군함용 엔진부품,2020-09-18
1307,네팔,[해외입찰정보] 네팔 무장경찰용 경찰복,2020-09-18
1306,그리스,[해외입찰정보] 그리스 무인항공기,2020-09-18
1305,독일,[해외입찰정보]독일 탄약,2020-09-11
1304,이탈리아,[해외입찰정보]이탈리아 군용차량 예비부품,2020-09-11
1303,핀란드,[해외입찰정보] 핀란드 소형화기용 탄약,2020-09-11
1302,방글라데시,[해외입찰정보] 방글라데시 폴리아미드 로프,2020-09-11
1301,체코,[해외입찰정보] 체코 방호복,2020-09-11
1300,스리랑카,[해외입찰정보] 사막 위장용 군복 소재,2020-09-11
1299,독일,[해외입찰정보] 독일 탄약,2020-09-11
1298,폴란드,[해외입찰정보]폴란드 군용 헬멧,2020-09-11
1297,폴란드,[해외입찰정보] 폴란드 군용 헬멧,2020-09-11
1296,핀란드,[해외입찰정보]소형화기용 탄약,2020-09-11
1295,불가리아,"[해외입찰정보] 불가리아 정보, 감시, 표적 획득 및 정찰",2020-09-11
1294,이탈리아,[해외입찰정보] 이탈리아 군용차량 예비부품,2020-09-11
1293,레바논,[해외입찰정보] 레바논 소총 및 악세서리,2020-09-11
1292,불가리아,"[해외입찰정보]불가리아 정보, 감시, 표적 획득 및 정찰",2020-09-11
1291,방글라데시,[해외입찰정보] 방글라데시 고무보트,2020-09-11
1290,체코,[해외입찰정보]체코 방호복,2020-09-11
1289,네팔,"[해외입찰정보] 네팔 무장경찰용 경찰화, 경찰복 등",2020-09-11
1288,싱가포르,[해외방산시장동향] 싱가포르 함정용 부품,2020-09-04
1287,마케도니아,[해외입찰정보] 북마케도니아 군용 화기 및 전쟁용 탄약,2020-09-04
1286,싱가포르,[해외입찰정보] 아파치(AH-64D)용 부품,2020-09-04
1285,싱가포르,[해외입찰정보] 싱가포르 A330용 부품,2020-09-04
1284,영국,[해외입찰정보] 영국 전투함 및 관련부품,2020-09-04
1283,콜롬비아,[해외입찰정보] 콜롬비아 5.56mm 탄약,2020-09-04
1282,칠레,[해외입찰정보] 칠레 훈련용 타겟,2020-09-04
1281,슬로베니아,[해외입찰정보] 슬로베니아 보호용 장비,2020-09-04
1280,페루,[해외입찰정보] 페루 샷건,2020-09-04
1279,리투아니아,[해외입찰정보] 리투아니아 방독면,2020-09-04
1278,독일,[해외입찰정보] 독일 군용차량 관련부품,2020-09-04
1277,폴란드,[해외입찰정보] 폴란드 탄약,2020-09-04
1276,영국,[해외입찰정보] 영국 군용차량 관련부품,2020-08-31
1275,폴란드,[해외입찰정보] 폴란드 군복,2020-08-31
1274,덴마크,[해외입찰정보] 덴마크 4륜구동차량,2020-08-31
1273,그리스,[해외입찰정보] 그리스 군함용 엔진 및 엔진부품,2020-08-31
1272,폴란드,[해외입찰정보] 폴란드 전자전시스템 및 대응장비,2020-08-31
1271,독일,[해외입찰정보] 독일 전투복,2020-08-31
1270,필리핀,[해외입찰정보] 필리핀 훈련용 탄약,2020-08-28
1269,싱가포르,[해외입찰정보] 싱가포르 치누크(CH-47)용 부품,2020-08-28
1268,싱가포르,[해외입찰정보] 싱가포르 함정용 부품,2020-08-28
1267,필리핀,[해외입찰정보] 필리핀 12게이지 샷건,2020-08-28
1266,싱가포르,[해외입찰정보] 싱가포르 F16부품,2020-08-28
16,인도네시아,"[해외방산시장동향] 인도네시아, 2021 국방예산 대폭적인 증액 발표",2020-08-28
12,필리핀,[해외입찰정보] 필리핀 훈련용 9mm 탄약,2020-08-28
1265,영국,[해외입찰정보] 영국 군용차량관련부품,2020-08-24
1264,루마니아,[해외입찰정보] 루미나아 화생방 방호장비,2020-08-24
1263,이탈리아,[해외입찰정보] 이탈리아 기타무기(Miscellaneous weapon),2020-08-24
1262,체코,[해외입찰정보] 체코 군용차량부품,2020-08-24
1261,불가리아,[해외입찰정보] 불가리아 개인용 장구류,2020-08-24
1260,루마니아,"[해외입찰정보] 루마니아 지휘, 통제, 통신 및 컴퓨터 시스템",2020-08-24
1259,필리핀,[해외입찰정보] 필리핀 Cal. 45 권총용 탄약,2020-08-21
1258,싱가포르,[해외입찰정보] 싱가포르 함정용 부식방지제,2020-08-21
1257,싱가포르,[해외입찰정보] 싱가포르 항공기 표지기호,2020-08-21
1256,싱가포르,[해외입찰정보] 싱가포르 C130용 안티락 센서,2020-08-21
1255,남아프리카공화국,[해외입찰정보] 남아프리카공화국 9mm 탄약,2020-08-21
1254,필리핀,[해외입찰정보] 필리핀 9mm 탄약,2020-08-21
1253,남아프리카공화국,[해외입찰정보] 남아공 12게이지 탄약,2020-08-14
1252,폴란드,"[해외입찰정보] 폴란드 총기, 탄약 및 관련 부품",2020-08-14
1251,네덜란드,[해외입찰정보] 네덜란드 무인항공기,2020-08-14
1250,필리핀,[해외입찰정보] 필리핀 5.56mm 탄약,2020-08-14
1249,에스토니아,[해외입찰정보] 에스토니아 수류탄,2020-08-14
1248,싱가포르,[해외입찰정보] 싱가포르 아파치(AH-64)부품,2020-08-14
1247,싱가포르,[해외입찰정보] 싱가포르 함정용 부품,2020-08-14
1246,필리핀,[해외입찰정보] 필리핀 7.62mm 탄약 등,2020-08-14
1245,영국,[해외입찰정보] 영국 잠수함,2020-08-14
1244,스페인,[해외입찰정보] 스페인 개인용 장구류,2020-08-14
1243,싱가포르,[해외입찰정보] 싱가포르 F16부품,2020-08-14
15,네덜란드,[해외입찰정보] 네덜란드 탄약,2020-08-14
1242,폴란드,[해외입찰정보] 폴란드 유탄발사기,2020-08-09
1241,그리스,[해외입찰정보] 그리스 전투복,2020-08-09
1240,스웨덴,[해외입찰정보] 스웨덴 탄약,2020-08-09
1239,체코,[해외입찰정보] 체코 전투장비,2020-08-09
1238,포르투갈,"[해외입찰정보] 포르투갈 총기, 탄약 및 관련부품",2020-08-09
1237,벨기에,"[해외입찰정보] 벨기에 총기, 탄약 및 관련부품",2020-08-09
1236,싱가포르,[해외입찰정보] 싱가포르 F15부품,2020-08-07
1235,필리핀,[해외입찰정보] 필리핀 샷건,2020-08-07
1234,싱가포르,[해외입찰정보] 싱가포르 F16 부품,2020-08-07
1233,필리핀,[해외입찰정보] 필리핀 9mm 탄약,2020-08-07
1232,필리핀,[해외입찰정보] 필리핀 돌격소총,2020-08-07
1231,콜롬비아,[해외입찰정보] 콜롬비아 치안유지용 샷건,2020-08-07
13,싱가포르,[해외입찰정보] 싱가포르 함정용 부품,2020-08-07
1230,필리핀,[해외입찰정보] 필리핀 돌격소총,2020-07-31
1229,벨기에,[해외입찰정보] 벨기에 병력수송장갑차,2020-07-31
1228,리투아니아,[해외입찰정보] 리투아니아 방독면,2020-07-31
1227,폴란드,[해외입찰정보] 폴란드 군용헬멧,2020-07-31
1226,영국,[해외입찰정보] 영국 군용차량부품,2020-07-31
1225,싱가포르,[해외입찰정보] 싱가포르 A330용 부품,2020-07-31
1224,브라질,[해외입찰정보] 브라질 탄약,2020-07-31
1223,말레이시아,[해외입찰정보] 말레이시아 치안유지용 전기충격총,2020-07-31
1222,폴란드,[해외입찰정보] 폴란드 전투복,2020-07-31
1221,리투아니아,[해외입찰정보] 리투아니아 경찰제복,2020-07-31
1220,싱가포르,[해외입찰정보] 싱가포르 함정용 부품,2020-07-31
1219,필리핀,[해외입찰정보] 필리핀 9mm 탄약,2020-07-31
1218,필리핀,[해외입찰정보] 필리핀 순찰용보트,2020-07-31
9,스리랑카,[해외입찰정보] 스리랑카 군용무전기,2020-07-31
1217,벨기에,"[해외입찰정보] 벨기에 무기, 탄약 및 관련 부품",2020-07-24
1216,필리핀,[해외입찰정보] 필리핀 탄약,2020-07-24
1215,폴란드,[해외입찰정보] 폴란드 전투복,2020-07-24
1214,인도,[해외입찰정보] 155mm M-107 표준탄피,2020-07-24
1213,루마니아,[해외입찰정보] 루마니아 지휘연락차량,2020-07-24
1212,인도,[해외입찰정보] 인도 해군학교 10M 소총 및 권총 타겟 외,2020-07-24
1211,스페인,[해외입찰정보] 스페인 방탄조끼,2020-07-24
1210,이탈리아,[해외입찰정보] 이탈리아 방호복,2020-07-24
1209,에스토니아,[해외입찰정보] 에스토니아 경화기 부품,2020-07-24
1208,인도,[해외입찰정보] 인도 지상고도 30mm HE탄,2020-07-24
1207,파키스탄,[해외입찰정보] 중형 총탄 &amp; 그 구성품(40mm-106mm),2020-07-24
1206,필리핀,[해외입찰정보] 필리핀 120mm 고폭탄,2020-07-24
1205,필리핀,[해외입찰정보] 필리핀 권총 및 산탄총 탄약,2020-07-24
1204,스위스,[해외입찰정보] 스위스 방호장비,2020-07-20
1203,포르투갈,[해외입찰정보] 포르투갈 군복,2020-07-20
1202,스웨덴,"[해외입찰정보] 스웨덴 보안, 소방, 경찰 및 방위 장구류",2020-07-20
1201,포르투갈,[해외입찰정보] 포르투갈 코르벳함과 순찰선,2020-07-20
1200,핀란드,[해외입찰정보] 핀란드 전투기용 탄약,2020-07-20
1199,프랑스,[해외입찰정보] 프랑스 군용 제트스키 및 부품,2020-07-20
1198,싱가포르,[해외입찰정보] 싱가포르 F16 부품,2020-07-17
1197,필리핀,[해외입찰정보] 5.56mm 탄약,2020-07-17
1196,브라질,[해외입찰정보] 브라질 탄약,2020-07-17
1195,싱가포르,[해외입찰정보] 싱가포르 A330용 부품,2020-07-17
1194,싱가포르,[해외입찰정보] 싱가포르 치누크 부품,2020-07-17
1193,오만,[해외입찰정보] 오만 육군 훈련용 표적,2020-07-17
1192,싱가포르,[해외입찰정보] 싱가포르 F15 부품,2020-07-17
1191,핀란드,[해외입찰정보] 핀란드 무인항공기,2020-07-10
1190,체코,[해외입찰정보] 체코 총기,2020-07-10
1189,칠레,[해외입찰정보] 칠레 치안유지용 샷건,2020-07-10
1188,싱가포르,[해외입찰정보] 싱가포르 치누크 부품,2020-07-10
1187,스페인,[해외입찰정보] 스페인 방탄조끼,2020-07-10
1186,스페인,[해외입찰정보] 스페인 레이더,2020-07-10
1185,싱가포르,[해외입찰정보] 싱가포르 함정용 부품,2020-07-10
1184,필리핀,[해외입찰정보] 필리핀 9mm 탄약 등,2020-07-10
1183,브라질,[해외입찰정보] 브라질 경찰용 9mm 권총,2020-07-10
1182,그리스,[해외입찰정보] 그리스 감시·보안 시스템 및 장비,2020-07-10
1181,독일,[해외입찰정보] 독일 개인용 장구류,2020-07-10
18,싱가포르,[해외입찰정보] 싱가포르 F15 부품,2020-07-10
1180,싱가포르,[해외입찰정보] 싱가포르 C130용 부품,2020-07-03
1179,싱가포르,[해외입찰정보] 싱가포르 F16부품,2020-07-03
1178,폴란드,[해외입찰정보] 폴란드 군복,2020-07-03
1177,노르웨이,[해외입찰정보] 노르웨이 군함용 엔진부품,2020-07-03
1176,스리랑카,[해외입찰정보] 스리랑카 가죽 경찰화,2020-07-03
1175,필리핀,[해외입찰정보] 필리핀 9mm 권총,2020-07-03
1174,필리핀,[해외입찰정보] 필리핀 5.56mm 탄약 등,2020-07-03
1173,독일,[해외입찰정보] 독일 탄약통,2020-07-03
1172,스페인,[해외입찰정보] 스페인 경찰용 탄약,2020-07-03
1171,스페인,[해외입찰정보] 스페인 방탄복,2020-07-03
1170,이탈리아,[해외입찰정보] 이탈리아 군용 항공 우주 장비 부속품,2020-07-03
1169,필리핀,[해외입찰정보] 필리핀 M193 탄약,2020-07-03
1168,필리핀,[해외입찰정보] 필리핀 M16용 탄창,2020-07-03
1167,싱가포르,[해외입찰정보] 싱가포르 F16 부품,2020-06-26
1166,네덜란드,[해외입찰정보] 네덜란드 커뮤니케이션 네트워크 시스템 및 장비,2020-06-26
1165,에스토니아,[해외입찰정보] 에스토니아 군용차량 부품 및 구성품,2020-06-26
1164,네팔,[해외입찰정보] 네팔 치안유지장비,2020-06-26
1163,필리핀,[해외입찰정보] 필리핀 치안유지용 돌격소총,2020-06-26
1162,독일,[해외입찰정보] 독일 탄약,2020-06-26
1161,슬로베니아,[해외입찰정보] 슬로베니아 미사일,2020-06-26
1160,필리핀,[해외입찰정보] 필리핀 9mm 탄약,2020-06-26
1159,싱가포르,[해외입찰정보] 싱가포르 치누크용 부품,2020-06-26
1158,폴란드,[해외입찰정보] 폴란드 전자 사격 표적 장치,2020-06-26
1157,필리핀,[해외입찰정보] 필리핀 탄창,2020-06-26
1156,필리핀,[해외입찰정보] 필리핀 12게이지 샷건 탄약 등,2020-06-26
1155,포르투갈,"[해외입찰정보] 포르투갈 군용 총기, 탄약 및 관련 부품",2020-06-26
1154,필리핀,[해외입찰정보] 필리핀 코브라(AH-1S)용 20mm 탄약,2020-06-19
1153,스페인,[해외입찰정보] 스페인 전투화,2020-06-19
1152,크로아티아,[해외입찰정보] 크로아티아 감시·보안 시스템 및 장비,2020-06-19
1151,폴란드,[해외입찰정보] 폴란드 전투복,2020-06-19
1150,싱가포르,[해외입찰정보] 싱가포르 해군 함정용 부품,2020-06-19
1149,필리핀,[해외입찰정보] 필리핀 군용 총기 멜빵,2020-06-19
1148,방글라데시,[해외입찰정보] 치안유지용 수갑,2020-06-19
1147,이탈리아,[해외입찰정보] 이탈리아 함정용엔진,2020-06-19
1146,스웨덴,[해외입찰정보] 스웨덴 소형 화기,2020-06-19
1145,인도,[해외입찰정보] 육군 저격용 12.7mm 탄약,2020-06-19
1144,싱가포르,[해외입찰정보] 싱가포르 F15 부품,2020-06-19
1143,핀란드,[해외입찰정보] 핀란드 전투복,2020-06-19
1142,싱가포르,[해외입찰정보] 싱가포르 항공기용 부품,2020-06-19
1141,이탈리아,[해외입찰정보] 이탈리아 정찰기,2020-06-13
1140,루마니아,[해외입찰정보] 루마니아 군복,2020-06-13
1139,마케도니아,[해외입찰정보] 북마케도니아 베레모,2020-06-13
1138,스페인,[해외입찰정보] 스페인 방탄복,2020-06-13
1137,스페인,[해외입찰정보] 스페인 방탄헬멧 위장피,2020-06-13
1136,포르투갈,[해외입찰정보] 포르투갈 군복,2020-06-13
1135,싱가포르,[해외입찰정보] 싱가포르 F16 부품,2020-06-12
1134,싱가포르,[해외입찰정보] 싱가포르 치누크용 부품,2020-06-12
1133,필리핀,[해외입찰정보] 필리핀 경찰용 5.56mm 탄약,2020-06-12
1132,필리핀,[해외입찰정보] 필리핀 경찰용 9mm 탄약,2020-06-12
1131,방글라데시,[해외입찰정보] 방글라데시 공항 치안유지용 샷건,2020-06-12
