번호,국가,제목,등록일자
577,태국,"해외 현지 입수 정보 : 태국, 노후된 공격헬기 교체",2019-11-13
576,오스트레일리아,[해외방산시장 동향] 191112 호주_방위산업 서밋을 통해 방위산업 성장 추구,2019-11-12
575,미국,"[해외방산시장 동향] 191112 미국_미 공군, 디지털 아키텍처 및 우주 분야에 대규모 투자 계획",2019-11-12
574,우크라이나,[해외방산시장 동향] 191112 우크라이나_2020년 국방비에 GDP의 3% 지출 예정,2019-11-12
573,독일,[해외방산시장 동향] 191111 유럽_영공 방어를 위한 자기학습 드론 군집 운용 제안,2019-11-11
572,독일,"[해외방산시장 동향] 191111 독일 국방장관, 독일 연방군 예산 증액 구상 발표",2019-11-11
571,프랑스,"[해외방산시장 동향] 191111 유럽_유럽 방위청장 일문일답, 유럽의 미래 전투기 사업에 대하여",2019-11-11
570,네덜란드,[해외방산시장 동향] 191111 네덜란드_중소기업중심 방위산업정책_소개,2019-11-11
569,프랑스,[해외방산시장 동향] 191111 프랑스_포토니스사(社) 해외매각 움직임,2019-11-11
568,미국,"[해외입찰정보] 191108, 미국 중앙대기감지체계",2019-11-08
567,미국,"[해외입찰정보] 191108, 미국 항공기 구성품",2019-11-08
566,필리핀,[해외입찰정보] 191107 필리핀 탄창 입찰정보,2019-11-07
565,필리핀,[해외입찰정보] 191107 필리핀 40구경 탄 등 입찰정보,2019-11-07
564,필리핀,[해외입찰정보] 191107 필리핀 Striker Fired 9mm 권총 입찰정보,2019-11-07
563,미국,[해외방산시장 동향] 191107 미국_미 EDAC Technologies사 인수합병한 ㈜한화 에어로스페이스,2019-11-07
562,필리핀,[해외입찰정보] 191107 필리핀 9mm탄약 및 7.62mm 탄약 입찰정보,2019-11-07
561,프랑스,[해외방산시장 동향] 191104  프랑스_개량 상륙주정 출시,2019-11-07
560,필리핀,[해외입찰정보] 191107 필리핀 5.56mm 탄 입찰정보,2019-11-07
559,필리핀,[해외입찰정보] 191107 필리핀 7.62mm Ball 탄약통,2019-11-07
558,필리핀,[해외입찰정보] 191107 필리핀 50구경 중기관총 입찰정보,2019-11-07
557,필리핀,[해외입찰정보] 191107 필리핀 탄약 입찰정보,2019-11-07
556,필리핀,[해외입찰정보] 191107 필리핀 9mm 탄약 입찰정보,2019-11-07
555,필리핀,[해외입찰정보] 191107 필리핀 9mm 탄약 입찰정보,2019-11-07
554,필리핀,[해외입찰정보] 191107 필리핀 소형화기 입찰정보,2019-11-07
553,필리핀,[해외입찰정보] 191107 필리핀 탄약 입찰정보,2019-11-07
552,방글라데시,[해외입찰정보] 방글라데시 GPS 입찰정보,2019-11-07
551,파키스탄,[해외입찰정보] 191107 파키스탄 가스총 입찰정보,2019-11-07
550,미국,글로벌디펜스뉴스-2019.11.7,2019-11-07
549,미국,글로벌디펜스뉴스-2019.11.5,2019-11-07
548,필리핀,[해외입찰정보] 191107 필리핀 탄약 입찰정보,2019-11-07
547,필리핀,[해외입찰정보] 191107 필리핀 50구경 중기관총 입찰정보,2019-11-07
546,방글라데시,[해외입찰정보] 방글라데시 테이져건 입찰정보,2019-11-07
545,남아프리카공화국,"해외 현지 입수 정보 : 남아공, 국방예산 부족에 따른 군수품 조달제한",2019-11-06
544,스위스,"해외 현지 입수 정보 : 스위스, 전투기 획득 동향",2019-11-06
543,노르웨이,[해외방산시장 동향] 191028 노르웨이_F-35 특수 장비에서 문제 발생,2019-11-06
542,노르웨이,[해외방산시장 동향] 191028 노르웨이_2020 국방예산안에서 20억 크로네 이상 국방예산 증액,2019-11-06
541,벨기에,[해외방산시장 동향] 191007 벨기에_John Cockerill Defense사(社)의 스페인 시장 진출,2019-11-06
540,네덜란드,[해외방산시장 동향] 191008 네덜란드_방위산업전략과 최근 획득동향,2019-11-06
539,대만,"191031 대만, F-16V 전투기 조달 승인",2019-11-04
538,일본,"191031 미국, 일본의 F-15J 현대화 요청 승인",2019-11-04
537,필리핀,"[해외입찰정보] 191031 필리핀, 방호복 (테스트)",2019-10-31
536,캄보디아,"해외 현지 입수 정보 : 캄보디아, 항공기 구매 전망",2019-10-29
535,덴마크,"해외 현지 입수 정보 : 덴마크, 방위력개선 예산동향",2019-10-29
534,모로코,"해외 현지 입수 정보 : 모로코, 국방예산 동향",2019-10-24
533,폴란드,"해외 현지 입수 정보 : 폴란드, 무기체계 현대화 추진계획",2019-10-20
532,러시아,"해외 현지 입수 정보 : 러시아, 함정 성능개량 사업 관련",2019-10-20
531,인도,"해외 현지 입수 정보 : 인도, 국외 방산업체 제재 관련",2019-10-10
530,브라질,"해외 현지 입수 정보 : 브라질, 미육군 자주포 기부접수",2019-10-10
529,우크라이나,"해외 현지 입수 정보 : 우크라이나, 항공기, 수송기 획득 동향",2019-10-02
528,브라질,"해외 현지 입수 정보 : 브라질, 항공모함 퇴역 및 매각정보",2019-10-02
527,싱가포르,"해외 현지 입수 정보 : 싱가포르, 3대 경비함 추가퇴역",2019-09-26
526,영국,"해외 현지 입수 정보 : 영국, 방위력개선계획",2019-09-26
525,캐나다,"해외 현지 입수 정보 : 캐나다, 방위력개선 관련 투자계획",2019-09-26
524,태국,해외 현지 입수 정보 : 태국 호위함 2차사업 지연,2019-09-26
523,사우디아라비아,"해외 현지 입수 정보 : 사우디아라비아, 조달규정 개정",2019-09-26
522,인도,"해외 현지 입수 정보 : 인도, 국방획득절차(제작 관련)",2019-09-19
521,폴란드,"해외 현지 입수 정보 : 폴란드, 방위력개선정책 정보 등",2019-09-19
520,사우디아라비아,"해외 현지 입수 정보 : 사우디, 방산시장 진출전략",2019-09-19
519,오스트레일리아,해외 현지 입수 정보 : 특수부대용 헬리콥터 획득 관련,2019-09-10
518,독일,"해외 현지 입수 정보 : 유럽연합(EU), 국방획득 절차 안내",2019-09-10
517,미국,"해외 현지 입수 정보 : 美육군, 국방획득 관련 규정",2019-09-10
516,노르웨이,"해외 현지 입수 정보 : 노르웨이, 2019-2026 미래국방획득분야",2019-09-03
515,멕시코,"해외 현지 입수 정보 : 멕시코, 전투기 교체 동향",2019-09-03
514,스페인,"해외 현지 입수 정보 : 스페인, 차세대 전투기 관련 예산 승인",2019-09-03
513,필리핀,"해외 현지 입수 정보 : 필리핀, 국방획득절차 정보",2019-09-03
512,뉴질랜드,해외 현지 입수 정보 : 뉴질랜드MOD 2019-2023 4개년 추진전략,2019-08-29
511,스위스,"해외 현지 입수 정보 : 스위스, 신규 전투기 등 획득동향",2019-08-29
510,브라질,"해외 현지 입수 정보 : 브라질, 퇴역함 관련",2019-08-29
509,핀란드,"해외 현지 입수 정보 : 핀란드, 국방예산 동향",2019-08-22
508,인도,"해외 현지 입수 정보 : 인도, 절충교역 및 국방조달 규정",2019-08-22
507,스페인,"해외 현지 입수 정보 : 스페인, 인공위성 제작 관련",2019-08-16
506,우크라이나,"해외 현지 입수 정보 : 우크라이나, 국방예산",2019-08-06
505,이탈리아,"해외 현지 입수 정보 : 이탈리아, 2019-2021 국방계획서",2019-08-06
504,대만,"해외 현지 입수 정보 : 대만, 국방예산 관련",2019-08-06
503,콜롬비아,"해외 현지 입수 정보 : 콜롬비아 공군, 전투기 교체 관련",2019-08-01
502,태국,"해외 현지 입수 정보 : 태국, 잠수함 2번함 구매동향",2019-08-01
501,베트남,"해외 현지 입수 정보 : 베트남, 국방예산 정보",2019-07-25
500,인도,"해외 현지 입수 정보 : 인도, 국방예산 및 관세규정 개정",2019-07-25
499,뉴질랜드,해외 현지 입수 정보 : 뉴질랜드 2019 국방전력계획,2019-07-19
498,스페인,해외 현지 입수 정보 : 스페인 훈련기 입찰동향,2019-07-15
497,스페인,"해외 현지 입찰 정보 : 스페인, 컴뱃차량 계약 관련",2019-07-15
496,독일,"해외 현지 입수 정보 : 독일, 국방예산 동향",2019-07-03
495,스웨덴,"해외 현지 입수 정보 : 스웨덴, 국방자문위원회 2021~2025 장기계획서",2019-07-03
494,인도네시아,"해외 현지 입수 정보 : 인니, 국방획득 관련 지침 개정",2019-06-24
493,남아프리카공화국,"해외 현지 입수 정보 : 남아공, 20mm 근거리 함포 RFI 공고",2019-06-24
492,파키스탄,"해외 현지 입수 정보 : 파키스탄, 국방 예산",2019-06-18
491,뉴질랜드,"해외 현지 입수 정보 : 뉴질랜드, 국방역량계획2019",2019-06-13
490,에스토니아,"해외 현지 입수 정보 : 에스토니아, 2019국방예산",2019-06-13
489,오스트레일리아,해외 현지 입수 정보 : 호주 자주포 구매정보(업데이트),2019-06-04
488,네덜란드,해외 현지 입수 정보 : 네덜란드 국방예산현황 및 전망 등,2019-05-28
487,중국,해외 현지 입수 정보 : 중국 1세대 구축함 퇴역소식,2019-05-20
486,오스트레일리아,해외 현지 입수 정보 : 호주 자주포 획득 관련 정보,2019-05-16
485,영국,해외 현지 입수 정보 : 영국 국방부 화학무기 대응관련 투자정보,2019-05-14
484,브라질,해외 현지 입수 정보 : 브라질 국방예산 운용제한,2019-05-14
483,멕시코,해외 현지 입수 정보 : 멕시코 공군 FA-50구매 관련,2019-05-10
482,슬로바키아,해외 현지 입수 정보 : 슬로바키아 F16 구매정보,2019-05-03
481,슬로바키아,해외 현지 입수 정보 : 슬로바키아 Vydra 8x8 보병전투차 획득,2019-05-03
480,슬로바키아,해외 현지 입수 정보 : 슬로바키아 4X4차량,2019-05-03
479,브라질,해외 현지 입수 정보 : 브라질 군 주요 프로젝트 예산 현황,2019-04-30
478,스페인,해외 현지 입수 정보 : 스페인 차륜형 장갑차 관련,2019-04-29
477,미국,해외 현지 입수 정보 : 미 해군 2020 국방예산,2019-04-02
476,미국,해외 현지 입수 정보 : 미군 2020 국방예산,2019-04-02
475,노르웨이,해외 현지 입수 정보  : 노르웨이 2019 국방예산,2019-04-02
474,사우디아라비아,해외 현지 입수 정보 : 사우디아라비아 2019 국방예산,2019-04-02
473,싱가포르,해외 현지 입수 정보 : 싱가포르 2019 국방예산,2019-04-02
472,스페인,해외 현지 입수 정보 : 스페인 2019 국방예산,2019-04-02
471,캐나다,해외 현지 입수 정보 : 캐나다 주요 국방획득 프로그램 현황,2019-04-02
470,프랑스,해외 현지 입수 정보 : 프랑스 2019 국방예산,2019-04-02
469,,2019년 해외시장진출유망부진품목,2019-01-28
468,폴란드,2018년 폴란드 진출전략,2019-01-28
467,브라질,2018년 브라질 진출전략,2019-01-28
466,베트남,베트남-호찌민 2018년 해외출장자료,2019-01-28
465,베트남,베트남 진출전략,2019-01-16
464,,방산수출 초기/추진 기업 참고사항,2018-12-31
463,프랑스,하이브리드 해양무인로봇 성능 및 작전 운용전망,2017-02-11
462,스위스,스위스 방산 관련 현 정세 및 동향,2017-02-11
461,일본,일본 방위성(해자대)의 장래 함선 기술분야 등 개발 동향,2017-02-11
460,캐나다,캐나다 탐색구조 항공기 구매계획 발표,2017-02-11
459,폴란드,폴란드 자국내 조준경 및 자폭형UAV 구매,2017-02-11
458,폴란드,나토국 회원국 항공탄 공동구매,2017-02-11
457,미국,"사브-보잉社, 미 공군 차세대 훈련기 T-X용 모델 첫 시험비행 성공적 실시",2017-02-11
456,중국,중국제 Ming급 잠수함 2척 방글라데시에 양도,2017-02-11
455,스웨덴,정부의 공군 보유 그리펜 전투기 수출제동,2017-02-11
454,프랑스,프랑스 차기 항공모함 건조 계획,2016-12-29
453,스위스,스위스 군 전투기 구매 관련 동향,2016-12-29
452,인도네시아,인니 방위산업의 현황 및 향후 전망,2016-12-29
451,터키,터키 대공방어체계 도입사업 진행중,2016-12-29
450,말레이시아,말레이시아 해군 중국으로부터 군함 4척 구매 발표,2016-12-29
449,프랑스,프랑스군 IS 대테러전 수행에 따라 탄약 긴급조달,2016-12-29
448,중국,중국의 최근 방산수출 현황과 향후 전망 분석,2016-12-29
447,영국,"영 획득차관, 공군 Sentinel 정찰기 지원 계약 체결 발표",2016-12-06
446,루마니아,"루마니아 공군, 포르투갈 F-16 6기 도착 동향",2016-12-06
445,이탈리아,유럽형 최초의 군용 무인기 Male RPAS 연구개발 위한 4개국 공동협력 공식 착수 동향,2016-12-06
444,프랑스,"유럽, 미래무인기 무장 결정 동향",2016-12-06
443,터키,제13차 국제방산전시회(IDEF-2017) 개최 계획,2016-12-06
442,캄보디아,캄보디아 방산협력분야 참고자료,2016-12-06
441,이탈리아,최근 레오나르도-핀메카니카사의 회전익 항공기 방산계약 동향,2016-12-06
440,대만,"대만, 2017년 1월에 국방과학기술처 설치",2016-12-06
439,프랑스,프랑스 무기 획득 계약제도,2016-12-06
438,중국,"중국, 말련에 “근해 다기능 임무함 18척” 수출 가능성 보도",2016-12-06
437,이란,이란 자폭용 드론 개발,2016-12-06
436,남아프리카공화국,남아공 Ultimate Unmanned에서 개발한 무인기 관련 자료,2016-12-06
435,프랑스,프랑스군 장비 확보 현황,2016-10-28
434,인도,육군의 대공화기 획득 계획,2016-10-28
433,터키,"터키 하벨산社, 저격탐지용 음향기반 원격탐사 시스템 개발",2016-10-28
432,인도,"인도, 프랑스 잠수함 추가 획득 계획 중단",2016-10-27
431,스위스,스위스내 향후 신형전투기 도입관련 논란,2016-10-27
430,이탈리아,"伊 핀칸티에리사, 호주 프리킷함정 사업 참여 동향",2016-10-27
429,벨기에,벨. 국방부 경기관총(FN사 미니미 7.62mm) 도입 결정,2016-10-27
428,이탈리아,"伊-佛-英 합작 MBDA사, 카타르 해군과 미사일 계약 체결",2016-10-27
427,폴란드,폴란드 VIP 수송기 획득 계획 발표,2016-10-27
426,대만,"대만, 국방예산 한화 약 11조원 편성",2016-10-07
425,중국,"중국 언론, 자체 개발 J-20 스텔기 전투기 2020년경 국산엔진 WS-15 장착 가능성 보도",2016-10-07
424,네덜란드,NATO 공중재급유기 도입 준비 등 전력화 동향,2016-10-07
423,알제리,알제리 헬기 조립공장 건립 추진 동향,2016-10-07
422,프랑스,"불 국방장관, 쿠웨이트에 카라칼 헬기 수출계약 체결",2016-10-07
421,리투아니아,"리투아니아, 독일 장갑차 구매 계약",2016-10-07
420,폴란드,폴란드 (초)단거리방공체계 획득 추진 동향,2016-10-07
419,이스라엘,IDF 신규 차륜구동형 APC 개발 및 배치 동향,2016-10-07
418,프랑스,프랑스 지상무기 방산업체 수출 현황 및 여건 분석 보고,2016-10-07
417,프랑스,"프랑스 업체, 공중투하 가능한 무인기 개발",2016-10-07
416,오스트레일리아,호주 육군의 LAND 400 사업추진 동향,2016-10-07
415,중국,중국 최초의 대형 수륙양용 항공기 AG 600 출고식,2016-08-19
414,파라과이,파라과이 KT-1 공동생산 관련 언론보도,2016-08-19
413,독일,"독일, 2015년 독일 방산수출 현황",2016-08-19
412,인도,"인도 국방부, 중개인에 대한 규정 개정내용",2016-08-19
411,태국,"태국, 중국 잠수함 3척 10억달러에 도입 언론보도",2016-08-19
410,일본,일본의 ‘F-3계획’과 관련한 로이터 보도 분석,2016-08-19
409,터키,"터키 FNSS사, 방산청과 260대 대전차 차량 계약체결",2016-08-19
408,중국,"중국, 샹롱(翔龍) 무인기 성능 평가",2016-08-19
407,폴란드,폴란드 군현대화 관련 현황,2016-08-19
406,,폴란드 군현대화 관련 현황,2016-08-19
405,일본,"일본, 일본의 F-2후계기 정보제공의사 기업 모집동향",2016-07-14
404,이스라엘,이스라엘 개발 무기체계의 EuroSatory 2016 소개 동향,2016-07-14
403,프랑스,"프랑스, 유로사토리 전시회 개최 결과",2016-07-14
402,프랑스,프랑스 하원의 2016년 무기수출 보고서 발표,2016-07-14
401,프랑스,"프랑스, 브렉시트에 따른 유럽 방산협력 전망",2016-07-14
400,베트남,베트남 해상 작전 항공기 획득 계획 보도,2016-07-14
399,대만,"대만, 제1회 ‘국제해사선박전·국방산업전’ 개최(9.14~9.17)",2016-07-14
398,일본,"일본, 스웨덴 방산기업 SAAB 회장의 일본방문 및 인터뷰",2016-07-14
397,터키,"터키군, 시콜스키와 T-70 709대 구매 및 생산 계약체결",2016-07-14
396,중국,"중국, 공군 플라밍 붐 공중급유 방식 개발 성공",2016-06-22
395,프랑스,"프랑스, A400M 에어버스 군수송기 사업 동향",2016-06-22
394,오스트레일리아,"호주, 해군 군수지원함 사업 Navantia사와 계약 체결",2016-06-22
393,프랑스,"프랑스, 뉴런 미래전투무인기 해상작전환경 시험",2016-06-22
392,이탈리아,"이탈리아, 미 해군 조종사 훈련레이더에 이탈리아 제품 장착",2016-06-22
391,이탈리아,"이탈리아, F-35기 추가 2기 최종조립 완성",2016-06-22
390,프랑스,"프랑스, 스페인에 전투기 조종사용 HMD 헬맷 수출",2016-06-22
389,일본,"일본, IHI사의 미국 GE사에 MSC기술 공여",2016-06-22
388,일본,"일본, ‘SOPEX 2016’에 AC-235 최초공개",2016-06-22
387,중국,"중국, 태국에 VT-4(수출버전 MBT-3000) 전차 수출 동향",2016-06-22
386,일본,일본의 ‘선진 광학위성’ 개발동향,2016-06-22
385,인도,인도-우크라이나 방산기업 간 협력,2016-06-22
384,인도,인도 민간 기업의 방산 참여 독려,2016-06-22
383,오스트레일리아,"호주, 건조 예정인 신형잠수함을 핵잠수함으로 전환 구상",2016-06-22
382,프랑스,"프랑스, 차기 공격원잠용 시물레이터 센터 준공",2016-06-22
381,중국,"중국, 7월 양자(量子) 과학실험 위성 발사, 북경-상해간 광섬유 양자 통신망 구축 예정",2016-06-22
380,칠레,"칠레, 미국산 중고 수송기 도입 검토",2016-06-22
379,아르헨티나,아르헨티나 전투기 도입 관련 동향,2016-06-22
378,이스라엘,"이스라엘, 해군 해상 아이언돔 시험 성공 동향",2016-06-22
377,베트남,"베트남, 해군 Gepard 3.9급 초계함 3, 4번함 진수",2016-06-22
376,프랑스,"프랑스, 사프란-에어프랑스 합작 공장설립",2016-06-22
375,오스트레일리아,"호주, 잠수함 사업자 선정시기 관련",2016-05-16
374,오스트레일리아,"호주, 군 중형트럭 교체사업 최초 납품 개시",2016-05-16
373,브라질,"브라질, 국방예산 증대를 위한 헌법 개정안 발의 동향",2016-05-16
372,프랑스,"프랑스, 라팔기용 공대공 AASM 미사일 생산 확대 계획",2016-05-16
371,프랑스,"프랑스, 국립항공연구소 장기 연구전략 발표",2016-05-16
370,네덜란드,"네덜란드, F-35 전투기 최초 전시계획 발표",2016-05-16
369,프랑스,"프랑스, 일본과의 방산장비·기술이전 관련 협정 승인 법안 소개",2016-05-16
368,오스트레일리아,"호주, 해군 주요 획득사업 추진 동향",2016-05-16
367,인도,"인도, 미국과의 방산협력 법안 발의 및 기업위원회 동향",2016-05-16
366,파키스탄,"파키스탄, 미국 AH-1Z 구매 예정",2016-05-16
365,프랑스,"프랑스, 방산업체 인수/합병",2016-05-16
364,베트남,"베트남, 해군 몰리냐급(Monlniya Class) 제5, 6호 함정 진수",2016-05-16
363,아르헨티나,"아르헨티나, 해군 수송기 도태",2016-05-16
362,인도,"인도, 방위산업 활성화를 위한 제언",2016-05-16
361,프랑스,"프랑스, 노르웨이 잠수함 획득사업에 독일과 경쟁",2016-05-16
360,오스트레일리아,"호주, 전력 향상과 예산이 잠수함사업의 주요 요소임을 강조",2016-05-16
359,이스라엘,"이스라엘, ‘15년 방산수출 성과",2016-05-16
358,인도네시아,"인니, PT. DI 국방부로부터 무인기 감항인증 획득",2016-05-16
357,프랑스,"프랑스, 육군 장비현대화에 핵심 중소기업 참여",2016-05-16
356,이탈리아,"이탈리아, 핀메카니카 그룹 새명칭‘레오나르도’로 변경 공식화",2016-05-16
355,칠레,"칠레, 해군 주요사업",2016-05-16
354,인도,"인도, 개인화기 사용 관련",2016-05-16
353,인도,"인도, 외국 기업의 대 인도 투자한도 100% 사례",2016-05-16
352,프랑스,"프랑스, 이집트 방문 및 방산 장비 수출 확대",2016-05-16
351,오스트레일리아,"호주, 해군 신형잠수함 사업자 선정 결과 발표",2016-05-16
350,프랑스,"프랑스, 특수부대용 공중투하 전천후 차량 획득계획",2016-05-16
349,프랑스,"프랑스, 소형무인기 제압장비 개발 동향",2016-05-16
348,,"프랑스, 특수부대용 공중투하 전천후 차량 획득계획",2016-05-16
347,프랑스,"프랑스, 호주 잠수함 교체사업 수주로 전략관계 강화",2016-05-16
346,터키,"터키, 무장탑재 무인기 개발 착수",2016-05-16
345,파키스탄,"파키스탄, 190여대의 전투기 교체 필요",2016-04-25
344,인도네시아,"인니, 슈퍼투카노 마지막 인도분 도착",2016-04-25
343,오스트레일리아,"호주, 남호주(SA)에 방위산업전력센터 개소 예정",2016-04-25
342,인도,"인도, 미국 방산업체(BAE)와 인도 기업(Mahindra)의 합의",2016-04-25
341,터키,"터키, ‘15년 233개 사업 계약 체결",2016-04-25
340,인도,"인도, 국방부 신 국방조달규정 시행 발표",2016-04-25
339,프랑스,"프랑스, 해군 3차 FREMM 다목적프리깃함 획득",2016-04-25
338,칠레,"칠레, 해군 해상정찰기 도입",2016-04-25
337,오스트레일리아,"호주, 잠수함 사업자 선정 지연 우려",2016-04-25
336,인도,"인도, 국방 조달 실태 보고",2016-04-25
335,인도,"인도, 국방부의 신 국방획득규정",2016-04-25
334,오스트레일리아,"호주, 군수지원함 건조사업 스페인 회사 선정",2016-04-25
333,오스트레일리아,"호주, 전투식량 연구 및 생산시설 투자계획 발표",2016-04-25
332,아르헨티나,"아르헨티나, 공군 미라지 전투기 도태",2016-04-25
331,프랑스,"프랑스, 국방부 최신 암호통신장비 솔루션 선정",2016-03-31
330,오스트레일리아,"호주, 방산 추진사업 동향",2016-03-31
329,프랑스,"프랑스, 우주산업 2015년 결산 및 2016년 전망(1)",2016-03-31
328,프랑스,"프랑스, 우주산업 2015년 결산 및 2016년 전망(2)",2016-03-31
327,브라질,"브라질, 다련장(ASTRO) 수출",2016-03-31
326,프랑스,"프랑스, 국경감시용 신기술 비행선 개발",2016-03-31
325,프랑스,"프랑스, 항공산업 2015년 결산 및 2016년 전망(1)",2016-03-31
324,사우디아라비아,"사우디, 방산부품 국산화 지원을 위한 정부입찰 및 조달법 개정 논의",2016-03-31
323,프랑스,"프랑스, 세계 무기수출입 동향",2016-03-31
322,터키,"터키, 해안경비대 신형 경/중급 해상초계기 획득 계획",2016-03-31
321,인도,"인도, T-50 전투기 구매 동향",2016-03-31
319,이스라엘,"이스라엘, Elta사 신규 무인수상정 공개",2016-03-31
318,인도네시아,"인니, 방산업체 지분 아세안 국가에 판매 의지 표명",2016-03-31
317,터키,"터키, 공군신형 전자전 장비 인도식",2016-03-31
316,칠레,"칠레, 쇄빙선 기본설계 입찰 결과",2016-03-31
315,오스트레일리아,"호주, 잠수함 사업 추진 동향",2016-03-31
314,오스트레일리아,"호주, 일본의 호주 잠수함 사업 참여 동향",2016-03-31
313,인도,"인도, 정부의 방위산업단지 조성 계획과 국산화 추진 동향",2016-03-31
312,프랑스,"프랑스, 항공산업 2015년 결산 및 2016년 전망(2)",2016-03-31
311,프랑스,"프랑스, 에어버스社 신형 성층권 무인기 개발 동향",2016-03-31
310,인도,"인도, 공군 전투기 개발 동향",2016-03-31
309,프랑스,"프랑스 육군 공병, 신기술 불도저 유럽 최초로 획득",2016-03-31
308,이탈리아,"이탈리아, 공군 F-35A 시험비행",2016-03-31
307,프랑스,"프랑스, 차기 육군전술무인기 기종 선정",2016-03-31
306,터키,"터키, 세계 6위 무기수입국",2016-03-31
320,인도네시아,"인니, PT PAL 필리핀수출용 LPD진수식 진행",2016-03-30
305,프랑스,"프랑스, 해군 특수부대용 고속단정 운용",2016-03-30
304,인도,"인도, 육군 미래보병전투차량 개발사업",2016-03-30
303,인도네시아,"인니, PT PINDAD 장갑차에 90미리포 탑재 전투차량 개발",2016-03-30
302,인도,"인도, 정부의 조선산업 육성책",2016-03-30
301,사우디아라비아,"사우디, 군용헬기 및 항공기 국내생산 계획 발표",2016-03-30
300,프랑스,"프랑스, 유럽데이터 중계시스템 개발 동향",2016-03-30
299,인도,"인도, 국방부 전략적파트너(방산업체) 추진",2016-03-30
298,이스라엘,"이스라엘, 해군 Barak-8 지대공미사일 실험발사 실시",2016-02-04
297,오스트레일리아,"호주, 공군 美 상용제트기를 정찰기로 개조해 도입 예정",2016-02-04
296,이스라엘,"이스라엘, 해군 독일제 돌핀급 잠수함(5번함) 인수계획",2016-02-04
295,인도,"인도, 국방부 무기조달 인테넷 포탈 개설",2016-02-04
294,인도,"인도, 국방조달 규정의 국산화 관련 개정",2016-02-04
293,터키,"터키군, 공중조기경보기 최종 인수",2016-02-04
292,이스라엘,"이스라엘, David’s Sling 방공체계 실험 완료",2016-02-04
291,러시아,"러시아, 인도총리 러 방문(러-인도간 방산협력)",2016-02-04
290,터키,"터키, 국산호위함 건조사업 착수",2016-02-04
289,러시아,"러시아, 군용 항공기(헬기 포함) 양적 측면 세계 2위 유지",2016-02-04
288,터키,"터키, 4번째 조기경보통제기 인수",2016-02-04
287,터키,"터키, 해군 대형상륙함 건조사업 동향",2016-02-04
286,오스트레일리아,"호주, Pacific Patrol Boat 사업 진행 동향",2016-02-04
285,베트남,"베트남, 이태리제 헬기 AW-189 실전 배치",2016-02-04
284,터키,"터키, 주변국에서 알타이 전차 관심 집중",2016-02-04
283,터키,"터키, 자국산 소총 개발 현황",2016-02-04
282,터키,"터키, 국산 기본훈련기 개발 관련 최근 동향",2016-02-04
281,파키스탄,"파키스탄, 총 16대의 전투기 생산",2016-02-03
280,아르헨티나,아르헨티나-볼리비아 간 방산협력 동향,2016-02-03
279,오스트레일리아,"호주, 해군 AWD(방공구축함) 프로젝트 추진 동향",2016-02-03
278,아르헨티나,"아르헨티나, 전투기 구매 추진",2016-02-03
277,베트남,"베트남, 해경 2,400톤급 경비정 진수 완료",2016-02-03
276,러시아,"러, YAK-130 경공격기 방글라데시 판매 동향",2016-02-03
275,터키,"터키, 해군 국산 전투함 추가 건조",2016-02-03
274,싱가포르,"싱가포르, 공군 F-16 업그레이드사업 계약 체결",2016-02-03
273,말레이시아,"말레이시아, 파키스탄 전투기 구매의사 표명",2016-02-03
272,러시아,러·인도 간 방산협력 동향,2016-02-03
271,러시아,러-인도간 다목적 헬기 Ka-226T 합작생산 추진,2016-02-03
89,터키,"터키, 장거리미사일방어체계 획득사업 추진 최신 동향",2015-10-28
88,인도네시아,"인니, 공군 F-5 Tiger 전투기 대체기로 러시아산 Sukhoi-35기 결정",2015-10-28
87,인도네시아,"인니, ‘16년 국방예산 감소에 따라 무기획득 감소 전망",2015-10-28
86,중국,중국 6000m급 심해잠수정 연구개발 성공,2015-10-28
85,러시아,"러시아, 러시아-인도 합작으로 SU-30 성능개선 추진 동향",2015-10-28
84,이스라엘,"이스라엘, 신무기 개발 및 배치 동향",2015-10-28
83,중국,중국 5년내 제4세대 무장헬기 양산 계획,2015-10-28
82,러시아,"러시아, 방글라데시에 YAK-130(훈련기) 16대 수출",2015-10-28
81,벨라루스,"벨라루시, 무인정찰기 개발 동향",2015-10-28
80,스리랑카,"싱가폴, 방산업체의 오만 해군 신형 함정 건조/인도",2015-10-28
79,러시아,"러시아,  방산업체 이르쿠트 항공, 기록적인 항공기 생산 예상",2015-10-28
78,프랑스,"프랑스, 군 파마스 후속 소총 획득사업 추진",2015-10-28
77,러시아,"러시아,  항공우주군 차세대 전투기(T-50) 개발동향",2015-10-28
11,폴란드,"폴란드, 잠수함 획득관련 동향",2015-10-28
6,칠레,"칠레, 해군 경비함 건조 추진",2015-10-28
270,폴란드,"폴란드, 슬로바키아 방산협력 동향",2015-09-04
269,체코,"체코, 폴란드산 헬기 수리 목적 대규모 예산 배정",2015-09-04
268,인도,"인도, 러시아로부터 호위함 도입",2015-09-04
267,파키스탄,"파키스탄, 중국으로부터 잠수함 구매 최종 결정",2015-09-04
100,아르헨티나,"아르헨티나, 중국 및 러시아 전투기 도입 검토",2015-01-21
99,베트남,"베트남, Kilo급 잠수함 인수",2015-01-21
98,아르헨티나,"아르헨티나, 군용차량 도입",2015-01-21
97,리투아니아,"리투아니아, 휴대형 지대공 유도미사일 인수",2015-01-21
