사업명,부품관리번호,재고번호,군급분류,품명,도면번호,도면부품번호,규격번호,계약업체,최종수정일
K1전차 성능개량,M51885153,2656456,6150.0,"리드선,전기용",MS25083,MS25083-2CC6,,현대로템 주식회사,
K1전차 성능개량,M51900024,13598002,5305.0,"나사,캡식,6각 머리형",MS90728,MS90728-32,,한화에어로스페이스 주식회사,
K1전차 성능개량,M00142206,999658029,1040.0,"유탄발사기,연막,역대책용",20022772,20022772,,에스앤티중공업 주식회사,
K1전차 성능개량,M51072527,999658869,1040.0,잭 연결기,20022777,20022777,,에스앤티중공업 주식회사,
K1전차 성능개량,M00142208,10437896,1040.0,"덮개,보호용",20022792,20022792,,강서실업,
K1전차 성능개량,M00002093,375000960,1040.0,점검등,20016291,20016291,,에스앤티중공업 주식회사,
K1전차 성능개량,M00002094,375000174,1040.0,손질솔,20016299,20016299,,테크노와이시스템주식회사,
K1전차 성능개량,M51070407,375201321,1015.0,"솔 부분품,소제용,포용",20016300,20016300,,테크노와이시스템주식회사,
K1전차 성능개량,M51070409,375201320,1015.0,"솔 부분품,소제용,포용",20016302,20016302,,테크노와이시스템주식회사,
K1전차 성능개량,M00002095,375000961,1005.0,"케이스, 소화기 수입용",20016303,20016303,,강서실업,
K1전차 성능개량,M51863057,2811985,6850.0,드라이클리닝 솔벤트,,,MIL-PRF-680,(주)동남유화,
K1전차 성능개량,M00042597,375015244,2530.0,"허브,차륜용,차량용",60744010,60744010,,현대로템 주식회사,
K1전차 성능개량,M00042724,375027340,2930.0,"뚜껑,주입구용",60744401,60744401,,(주)아산정밀,
K1전차 성능개량,M00148329,375013192,5365.0,"스페이서,슬리브형",60744182,60744182,,하이펙주식회사,
K1전차 성능개량,M00037810,10673446,5331.0,오-링,,,MS28775,한양산업,2021-06-14
K1전차 성능개량,M00142698,8514276,3110.0,"베어링,롤러식,니들형",8461416,8461416,,주식회사 반석기공,
K1전차 성능개량,M00042600,2759203,5310.0,"너트,평면,원형",60744012,60744012,,태창정밀,
K1전차 성능개량,M00142375,375026091,2530.0,"암조립체,피벗트식,궤도현수용",60056807,60056807,,현대로템 주식회사,
K1전차 성능개량,M00043025,375013735,5310.0,"와셔,평면형",60799301,60799338,,태창정밀,
K1전차 성능개량,M51345544,375013800,5310.0,"와셔,평면형",60799301,60799342,,태창정밀,
K1전차 성능개량,M00043292,10662490,5330.0,오-링,12274433,12274433,,한양산업,2021-06-14
K1전차 성능개량,M00148234,375013169,2530.0,"마개,토션바보급용",60744114,60744114,,주식회사 경성엠티,
K1전차 성능개량,M00071508,375125268,2530.0,트랙 슈 조립체,60744438,60744438,,엘에스엠트론 주식회사,
K1전차 성능개량,M51319800,37A142944,6150.0,"리드선,전기용",60707514,MS25083-7BC14,,덕인산업,2021-06-14
K1전차 성능개량,M51332053,375013138,5975.0,"브래킷트,케이블 지지용",60748211,60748211,,현대로템 주식회사,
K1전차 성능개량,M51332055,375013122,5975.0,덮개 조립체,60748212,60748212,,현대로템 주식회사,
K1전차 성능개량,M51332061,375013574,6150.0,"케이블 조립체,특수목적용,전기용",60748221,60748221,,연합정밀(주),
K1전차 성능개량,M51332064,375013469,6150.0,"케이블 조립체,특수목적용,전기용",60748224,60748224,,연합정밀(주),
K1전차 성능개량,M51332066,375013575,6150.0,"케이블 조립체,특수목적용,전기용",60748225,60748225,,연합정밀(주),
K1전차 성능개량,M51332068,375013629,6150.0,"케이블 조립체,특수목적용,전기용",60748226,60748226,,연합정밀(주),
K1전차 성능개량,M51332956,375039109,6150.0,"케이블 조립체,특수목적용,전기용,갈래",60749971,60749971,,연합정밀(주),
K1전차 성능개량,M51332074,375013462,6150.0,"케이블 조립체,특수목적용,전기용,갈래",60748229,60748229,,연합정밀(주),
K1전차 성능개량,M00043507,375013458,9905.0,"판,안내용",60730174,60730174,,현대로템 주식회사,
K1전차 성능개량,M51332618,375018196,6150.0,"케이블 조립체,특수목적용,전기용,갈래",60749364,60749364,,연합정밀(주),
K1전차 성능개량,M51332952,375039211,6150.0,"케이블 조립체,특수목적용,전기용,갈래",60749966,60749966,,연합정밀(주),
K1전차 성능개량,M51332953,375039108,6150.0,"케이블 조립체,특수목적용,전기용,갈래",60749967,60749967,,연합정밀(주),
K1전차 성능개량,M51900487,4003427,5340.0,"클램프,루프형",,,MS9350,용진H&C,
K1전차 성능개량,M51332951,375039107,6150.0,"케이블 조립체,특수목적용,전기용,갈래",60749965,60749965,,연합정밀(주),
K1전차 성능개량,M51332919,375550108,6150.0,"케이블 조립체,특수목적용,전기용",60749932,60749932,,연합정밀(주),
K1전차 성능개량,M51332044,375013477,6150.0,"케이블 조립체,특수목적용,전기용",60747971,60747971,,연합정밀(주),
K1전차 성능개량,M51900483,7755264,9999.0,"클램프,루프형",MS9350,MS9350-11,,용진H&C,
K1전차 성능개량,M00043274,3458055,5975.0,"끈,고정용,전기제품용",10905840,10905840,,현대로템 주식회사,
K1전차 성능개량,M51332046,375013539,5995.0,"케이블조립체,전화기용",60747973,60747973,,연합정밀(주),
K1전차 성능개량,M51332047,375013190,6150.0,"케이블 조립체 및 스위치,전기용",60747974,60747974,,대호정기(주),
K1전차 성능개량,M00043011,375013686,5310.0,"와셔,평면형",60799301,60799301,,태창정밀,
K1전차 성능개량,M00147804,375013159,5306.0,"볼트,기계용",60749234,60749234,,태창정밀,
K1전차 성능개량,M00049305,375073764,5330.0,개스킷,60337816,60337816,,현대로템 주식회사,
K1전차 성능개량,M00042804,37A141131,9999.0,헤드 램프 조립체,60749211,60749211,,대호정기(주),
K1전차 성능개량,M51332528,375013221,6220.0,"지지대,전조등용",60749231,60749231,,현대로템 주식회사,
K1전차 성능개량,M00002186,375018288,6220.0,"등 조립체,공간 표시용",60749320,60749320,,대호정기(주),
K1전차 성능개량,M00042805,375018220,2510.0,보호대 조립체,60749326,60749326,,현대로템 주식회사,
K1전차 성능개량,M00002187,375018229,6220.0,등 조립체,60749330,60749330,,대호정기(주),
K1전차 성능개량,M51332592,375018231,2510.0,보호대 조립체,60749337,60749337,,현대로템 주식회사,
K1전차 성능개량,M51332601,375018191,5975.0,"보호대,전선용",60749346,60749346,,현대로템 주식회사,
K1전차 성능개량,M51332604,375018192,5975.0,"보호대,전선용",60749350,60749350,,현대로템 주식회사,
K1전차 성능개량,M00076113,375013561,3120.0,"부싱,슬리브형",60725713,60725713,,부산교도소,
K1전차 성능개량,M51322638,375015319,1290.0,"배전반,사격통제용",60723802,60723802,,대호정기(주),
K1전차 성능개량,M51885156,37A230341,6150.0,"리드선,전기용",,,MS25083,현대로템 주식회사,
K1전차 성능개량,M51345523,375013679,5310.0,"와셔,평면형",60799301,60799311,,태창정밀,
K1전차 성능개량,M51322725,375031310,6150.0,"케이블 조립체,특수목적용,전기용,갈래",60724422,60724422,,연합정밀(주),
K1전차 성능개량,M51322724,375031397,6150.0,"케이블 조립체,특수목적용,전기용,갈래",60724421,60724421,,연합정밀(주),
K1전차 성능개량,M51053508,11273868,5930.0,"스위치,감응식",12285427,12285427,,건웅테크 주식회사,
K1전차 성능개량,M51322695,375013502,3610.0,유도 조립체,60724401,60724401,,현대로템 주식회사,
K1전차 성능개량,M51322698,375013211,5930.0,"레버 조립체,스위치용",60724404,60724404,,현대로템 주식회사,
K1전차 성능개량,M51322714,375013538,5995.0,"케이블조립체,전화기용",60724411,60724411,,연합정밀(주),
K1전차 성능개량,M51322721,375013627,6150.0,"케이블 조립체,특수목적용,전기용,갈래",60724418,60724418,,연합정밀(주),
K1전차 성능개량,M51897830,9050762,5310.0,"너트,평면형,육각형",,,MS51967,태창정밀,
K1전차 성능개량,M51882616,8091490,5340.0,"클램프,루프형",,,NASM MS21333,(주)우리,2021-06-14
K1전차 성능개량,M53124144,375283874,2590.0,"케이블조립체,제어용",A60087341,A60087341,,현대로템 주식회사,
K1전차 성능개량,M51322746,375013638,6150.0,"케이블 조립체,특수목적용,전기용,갈래",60724615,60724615,,연합정밀(주),
K1전차 성능개량,M51322747,375013580,6150.0,"케이블 조립체,특수목적용,전기용,갈래",60724616,60724616,,연합정밀(주),
K1전차 성능개량,M51322736,375013443,1015.0,"보호판,주포용",60724605,60724605,,현대로템 주식회사,
K1전차 성능개량,M51322739,375013418,1015.0,덮개,60724608,60724608,,현대로템 주식회사,
K1전차 성능개량,M00043012,375013710,5310.0,"와셔,평면형",60799301,60799302,,태창정밀,
K1전차 성능개량,M51322740,375013963,5935.0,"스위치 조립체,안전용",60724609,60724609,,현대로템 주식회사,
K1전차 성능개량,M51322741,375013120,5935.0,브래킷트,60724610,60724610,,현대로템 주식회사,
K1전차 성능개량,M00044135,6903115,1005.0,"솔,손질용,소화기용",A20001271,7790452,,테크노와이시스템주식회사,
K1전차 성능개량,M51051253,10156195,1005.0,"로드 조립체,작동용,총용",,,,에스앤티모티브주식회사,
K1전차 성능개량,M51046553,7631863,1005.0,"볼트 조립체,폐쇄기용",11010357,11010357,,에스앤티모티브주식회사,
K1전차 성능개량,M51072164,7266131,1005.0,"총열,기관총용",20022057,7266131,,에스앤티중공업 주식회사,
K1전차 성능개량,M00043527,375011794,1005.0,"총열,기관총용",20022256,20022256,,에스앤티중공업 주식회사,
K1전차 성능개량,M51221659,5564174,1005.0,"솔,손질용,소화기용",5564174,5564174,,테크노와이시스템주식회사,
K1전차 성능개량,M00044134,6529950,4933.0,"추출기,파열 탄피용",7790352,7790352,,대성기업,2021-06-14
K1전차 성능개량,M51330204,375027096,2590.0,가이드,60744514,60744514,,엘에스엠트론 주식회사,
K1전차 성능개량,M00148247,375018993,3990.0,궤도지지 공구,60755600,60755600,,대창마린테크(주),2021-06-14
K1전차 성능개량,M51404430,6085271,5360.0,"스프링,나선형,압축",,,,대현테크,2021-06-14
K1전차 성능개량,M00042871,375018756,8345.0,깃대,60756075,60756075,,광주교도소,
K1전차 성능개량,M51330206,375027341,2510.0,"뚜껑,범퍼용",60744515,60744515,,엘에스엠트론 주식회사,
K1전차 성능개량,M00042823,10868472,5120.0,"고정구,궤도연결용,무한궤도 차량용",60755370,60755370,,가온기업,2021-06-14
K1전차 성능개량,M00042867,375019026,8105.0,"백,섬유제",60756071,60756071,,현대로템 주식회사,
K1전차 성능개량,M00042868,375018754,8345.0,"기,신호용",60756072,60756072,,현대로템 주식회사,
120mm 자주박격포,M00002183,375007600,5340.0,"끈,세폭띠형",60690037,60690037,,두산인프라코어(주),
120mm 자주박격포,M00002308,375188365,2540.0,"벨트,차량내 안전용",60816402,60816402,,한화디펜스주식회사,
120mm 자주박격포,M00007713,9838483,5310.0,"와셔,평면형",,,MS27183,주식회사 거호,
120mm 자주박격포,M00024940,375007332,5340.0,"끈,세폭띠형",60695401,60695422,,강서실업,
120mm 자주박격포,M51351562,375188307,2540.0,"벨트,차량내 안전용",60816317,60816317,,한화디펜스주식회사,
120mm 자주박격포,M51881658,9500039,5310.0,"너트,풀림방지식,육각형",MS21044,MS21044-N6,,주식회사 승일,2021-06-14
120mm 자주박격포,M00057782,10935525,5325.0,"삽입기,나사용",60695302,60695302-12,,에스지티,
120mm 자주박격포,M00057855,375002494,2590.0,"배선장치,갈래형",60648038,60648038,,연합정밀(주),
120mm 자주박격포,M51313025,375031714,1330.0,"발사기 및 유탄,연막용",60648001,60648001,,에스앤티중공업 주식회사,
120mm 자주박격포,M51313039,375003886,5930.0,스위치상자 조립체,60648015,60648015,,에스앤티중공업 주식회사,
120mm 자주박격포,M00002122,375003003,5340.0,"U자형 연결기,로드엔드용",60610117,60610117,,정테크,2021-06-14
120mm 자주박격포,M00002123,375003774,2590.0,멈치고리,60610120,60610120,,한화디펜스주식회사,
120mm 자주박격포,M51884044,8423044,5315.0,"핀,분할형",,,KS W 1633,밀양공업사,
120mm 자주박격포,M00002124,375003006,5340.0,"연결기,로드엔드용",60610125,60610125,,삼호정밀,
120mm 자주박격포,M00002125,375003089,5365.0,"스페이서,고리형",60610130,60610130,,한화디펜스주식회사,
120mm 자주박격포,M00002126,375003001,5340.0,"걸쇠,안내용",60610132,60610132,,우창기계 주식회사,
120mm 자주박격포,M00003040,375003021,5365.0,"스페이서,고리형",60610110,60610110,,(주)지엔텔,
120mm 자주박격포,M00005773,8352037,5310.0,"너트,평면형,육각형",,,MS35691,밀양공업사,
K21 보병전투차량,M00002872,375188412,3424.0,"공구,궤도조립용",60833526,60833526,,대창마린테크(주),2021-06-14
K21 보병전투차량,M51111665,375089704,5310.0,"와셔,평면형",,,KS B 1326,에프투텔레콤(주),
K21 보병전투차량,M00002093,375000960,1040.0,점검등,20016291,20016291,,에스앤티중공업 주식회사,
K21 보병전투차량,M51141099,14731917,5120.0,"키세트,소켓 머리 나사용",,,,툴코리아 주식회사,
K21 보병전투차량,M00002889,375075371,5120.0,"망치,생가죽제",80065174,80065174,,대성기업,2021-06-14
K21 보병전투차량,M51591412,375039239,5120.0,"렌치,스패너용",92014314,92014314,,에스앤티중공업 주식회사,
120mm 자주박격포,M51304003,375003096,2590.0,"리드선,전기용",60604784,60604784,,연합정밀(주),
120mm 자주박격포,M51891859,6157889,9999.0,"스위치, 토글식",MS35059,MS35059-28,,대호정기(주),
120mm 자주박격포,M51894903,2966318,5930.0,"스위치,토글식",MS39061,MS39061-1,,(주)네이스코,
120mm 자주박격포,M51894904,2966319,5930.0,"스위치,토글식",MS39061,MS39061-2,,(주)네이스코,
120mm 자주박격포,M51894907,5778841,5930.0,"스위치,토글식",MS39061,MS39061-7,,한화에어로스페이스 주식회사,
120mm 자주박격포,M00003123,9216094,5325.0,"삽입기,나사용",60695302,60695302-2,,영광산업사,
120mm 자주박격포,M00003124,9301618,5325.0,"삽입기,나사용",60695302,60695302-3,,하이펙주식회사,
120mm 자주박격포,M00060786,375002134,5310.0,"와셔,평면형",60644010,60644010-1,,태창정밀,
120mm 자주박격포,M00060787,375002135,5310.0,"와셔,평면형",60644010,60644010-2,,태창정밀,
120mm 자주박격포,M00061569,375003000,5330.0,고무 띠,60644144,60644144,,덕인산업,2021-06-14
120mm 자주박격포,M51899607,7168184,5305.0,"나사,캡식,6각 머리형",MS90726,MS90726-112,,상호금속공업사,
120mm 자주박격포,M00005717,8093079,5310.0,"와셔,평면형",,,MS27183,창영금속공업사,2021-06-14
120mm 자주박격포,M00057782,10935525,5325.0,"삽입기,나사용",60695302,60695302-12,,에스지티,
120mm 자주박격포,M00057926,375003769,2510.0,"가이드,봉용",60610118,60610118,,대성정밀주식회사,
120mm 자주박격포,M00057968,1339812,5340.0,"스트라익,걸쇠용",60610053,60610053,,한화디펜스주식회사,
120mm 자주박격포,M00057973,375002480,3040.0,"연결링크,강체형",60610119,60610119,,삼호정밀,
120mm 자주박격포,M00057975,375005986,2510.0,"걸쇠,램프 잠금용",60610143,60610143,,한화디펜스주식회사,
120mm 자주박격포,M00168975,7195235,5305.0,"나사,캡식,6각 머리형",,,ANSI-B18.2.1,태창정밀,
120mm 자주박격포,M00208416,814219,5310.0,"와셔,평면형",MS27183,MS27183-12,,태창정밀,
120mm 자주박격포,M51880455,9041641,5315.0,"핀,직선형,유두형",MS20392,MS20392-7C57,,태창정밀,
120mm 자주박격포,M51880459,9041644,5315.0,"핀,직선형,유두형",MS20392,MS20392-7C71,,태창정밀,
120mm 자주박격포,M51884045,10612060,9999.0,"핀,분할형",,,MS24665,태광산업사,
120mm 자주박격포,M00002130,375002212,4730.0,"T형관,튜브용",60616137,60616137,,대성정밀주식회사,
120mm 자주박격포,M00003137,375073578,5310.0,"와셔,잠금식",60695503,60695503,,태창정밀,
120mm 자주박격포,M00003138,375002320,5310.0,"와셔,잠금식",60695503,60695504,,한화디펜스주식회사,
120mm 자주박격포,M00003139,375002321,5310.0,"와셔,잠금식",60695503,60695505,,한화디펜스주식회사,
120mm 자주박격포,M00005708,8094058,5310.0,"와셔,평면형",,,MS27183,태창정밀,
120mm 자주박격포,M00054795,375034637,4720.0,"호스 조립체,금속제",60623144,60623144,,한화디펜스주식회사,
120mm 자주박격포,M00055414,375203049,4935.0,"어댑터,케이블 연결부용",60623179,60623179,,한화디펜스주식회사,
120mm 자주박격포,M00057349,375034472,4730.0,"어댑터,직선형,플랜지와 호스연결용",60623119,60623119,,우창기계 주식회사,
120mm 자주박격포,M00057350,375034493,4730.0,"어댑터,직선형,플랜지와 호스연결용",60623120,60623120,,하이펙주식회사,
120mm 자주박격포,M00057353,375034565,4730.0,"어댑터,직선형,호스와 보스 연결용",60623146,60623146,,한화디펜스주식회사,
120mm 자주박격포,M00057354,375034580,5340.0,"브래킷,앵글형",60623147,60623147,,우창기계 주식회사,
120mm 자주박격포,M00057355,375034581,5340.0,"브래킷,앵글형",60623148,60623148,,우창기계 주식회사,
120mm 자주박격포,M00057356,375034621,5340.0,"브래킷,앵글형",60623150,60623150,,한화디펜스주식회사,
120mm 자주박격포,M00057371,375091843,5365.0,"플러그,기계 나사용",60623177,60623177,,대성정밀주식회사,
120mm 자주박격포,M00057372,375091844,5365.0,"플러그,기계 나사용",60623178,60623178,,한화디펜스주식회사,
120mm 자주박격포,M00057690,375034837,4720.0,"호스 조립체,금속제",60623114,60623114,,(주)세계하이테크,
120mm 자주박격포,M00057691,375034838,4720.0,"호스 조립체,금속제",60623115,60623115,,(주)세계하이테크,
K21 보병전투차량,M00024591,375169274,5985.0,안테나,40018850,40018850,,한화디펜스주식회사,
K21 보병전투차량,M00024590,375169273,5825.0,"항법세트,위성신호용",40018834,40018834,,한화디펜스주식회사,
K21 보병전투차량,M51092638,371302032,5306.0,"나사,십자홈식",,,KS B 1023,아시아자동차공업(주),
120mm 자주박격포,M51303935,375003093,2590.0,"리드선,전기용",60604719,60604721,,대호정기(주),
120mm 자주박격포,M00188254,375003125,5940.0,"접속기,도선용",60604594,60604594,,한화디펜스주식회사,
120mm 자주박격포,M00018363,9934714,2510.0,이완장치,60637030,60637030,,한화디펜스주식회사,
120mm 자주박격포,M00061412,8325768,5310.0,"와셔,평면형",60637009,60637009,,태창정밀,
120mm 자주박격포,M00061504,375003881,5330.0,"시일,비금속 특수단면용",60637003,60637003,,덕인산업,2021-06-14
120mm 자주박격포,M00061505,375003882,5330.0,"시일,비금속 특수단면용",60637004,60637004,,덕인산업,2021-06-14
120mm 자주박격포,M00061750,9838485,5310.0,"와셔,평면형",,,MS27183,태창정밀,
120mm 자주박격포,M00003113,7818910,5340.0,"레버,수동 제어식",60690025,60690025,,한화디펜스주식회사,
120mm 자주박격포,M00003123,9216094,5325.0,"삽입기,나사용",60695302,60695302-2,,영광산업사,
120mm 자주박격포,M00005615,874652,5310.0,"너트,풀림방지식,육각형",,,MIL-DTL-45913,태창정밀,
120mm 자주박격포,M00057945,375034720,2510.0,스크린,60629227,60629227,,한화디펜스주식회사,
120mm 자주박격포,M00058030,375047132,2350.0,가드,60669139,60669139,,평화정밀,2021-06-14
120mm 자주박격포,M00060906,193397,2510.0,보호물 조립체,60629004,60629004,,덕인산업,2021-06-14
120mm 자주박격포,M00060907,375020269,5340.0,"브래킷,앵글형",60629006,60629006,,두산인프라코어(주),
120mm 자주박격포,M00057692,375034839,4720.0,"호스 조립체,금속제",60623116,60623116,,(주)세계하이테크,
120mm 자주박격포,M00057693,375034840,4720.0,"호스 조립체,금속제",60623117,60623117,,(주)세계하이테크,
120mm 자주박격포,M00057694,375034841,4720.0,"호스 조립체,금속제",60623118,60623118,,(주)세계하이테크,
120mm 자주박격포,M00060864,375034526,4730.0,"어댑터,직선형,호스와 보스 연결용",60623123,60623123,,하이펙주식회사,
120mm 자주박격포,M00060870,375034582,5340.0,"브래킷,앵글형",60623149,60623149,,한화디펜스주식회사,
120mm 자주박격포,M00060871,375034536,5365.0,심,60623153,60623153-1,,한화디펜스주식회사,
120mm 자주박격포,M00060872,375034537,5365.0,심,60623153,60623153-2,,한화디펜스주식회사,
120mm 자주박격포,M00061239,375034473,4730.0,"T형관,호스용",60623121,60623121,,삼호정밀,
120mm 자주박격포,M00061606,375034783,5330.0,오-링,60623151,60623151-4,,한화디펜스주식회사,
120mm 자주박격포,M00061693,371600636,5306.0,"볼트,기계용",60501651,60501129,,씨엔스프링연구소,
120mm 자주박격포,M00208416,814219,5310.0,"와셔,평면형",MS27183,MS27183-12,,태창정밀,
120mm 자주박격포,M51230607,8098546,5310.0,"와셔,평면형",60025923,MS27183-8,,밀양공업사,
120mm 자주박격포,M51899603,2267767,5305.0,"나사,캡식,6각 머리형",MS90726,MS90726-109,,태창정밀,
120mm 자주박격포,M00002127,375020735,4820.0,"밸브,안전릴리프형",60616079,60616079,,삼호정밀,
120mm 자주박격포,M00002129,375002211,4730.0,"엘보,파이프 및 튜브 연결용",60616134,60616134,,대성정밀주식회사,
120mm 자주박격포,M00002130,375002212,4730.0,"T형관,튜브용",60616137,60616137,,대성정밀주식회사,
120mm 자주박격포,M00002131,37A082940,5330.0,개스킷,60616178,60616318,,한양산업,2021-06-14
120mm 자주박격포,M00002132,1460465,4730.0,"어댑터,직선형,파이프와 튜브연결용",60616463,60616463,,대성정밀주식회사,
120mm 자주박격포,M00002140,375003081,2530.0,"어댑터,케이블 연결부용",60626061,60626061,,한화디펜스주식회사,
120mm 자주박격포,M00002142,375034855,5306.0,"볼트,기계용",60626119,60626119,,한화디펜스주식회사,
K21 보병전투차량,M00024596,375309901,6680.0,"가속도계,전기식,선형",40018709,40018709,,한화디펜스주식회사,
K21 보병전투차량,M00138959,375054249,5310.0,"와셔,잠금식",,,KS B 1324,주식회사 티이씨씨,
K21 보병전투차량,M00026195,375002254,2520.0,통풍구,60621604,60621604,,한화디펜스주식회사,
K21 보병전투차량,M51131676,375169271,6605.0,관성항법장비,40018642,40018642,,주식회사 한화,
120mm 자주박격포,M00186781,375034721,2510.0,리테이너,60629229,60629229,,두산인프라코어(주),
120mm 자주박격포,M00005693,10122568,5315.0,"핀,분할형",,,MS24665,태창정밀,
120mm 자주박격포,M00005708,8094058,5310.0,"와셔,평면형",,,MS27183,태창정밀,
120mm 자주박격포,M00046391,8072874,5330.0,"시일,비금속 특수단면용",60690001,60690001,,덕인산업,2021-06-14
120mm 자주박격포,M00057483,375003820,2540.0,"덮개,문용",60641046,60641046,,평화정밀,2021-06-14
120mm 자주박격포,M00058002,375003195,3040.0,"레버,수동 제어식",60641045,60641045,,우창기계 주식회사,
120mm 자주박격포,M00061022,375003196,5340.0,"걸쇠,조임용",60641035,60641035,,한화디펜스주식회사,
120mm 자주박격포,M00061025,375002766,5360.0,"스프링,나선형,비틀림용",60641042,60641042,,한화디펜스주식회사,
120mm 자주박격포,M00146949,6700538,5315.0,"핀,스프링식",,,MS17156,현대로템 주식회사,
120mm 자주박격포,M00208416,814219,5310.0,"와셔,평면형",MS27183,MS27183-12,,태창정밀,
120mm 자주박격포,M51880393,7816525,5315.0,"핀,직선형,유두형",MS20392,MS20392-4C63,,태창정밀,
120mm 자주박격포,M00003067,10625651,2530.0,"부트,차량구성품용",60626013,60626013,,덕인산업,2021-06-14
120mm 자주박격포,M00003068,375020531,3040.0,"실린더 조립체,작동식,선형",60626091,60626091,,에스티엑스엔진 주식회사,
120mm 자주박격포,M00003178,375020236,5310.0,"너트,평면형,육각형",60805779,60805779-2,,한화디펜스주식회사,
120mm 자주박격포,M00003181,375178921,3120.0,"베어링,플레인형,로드 엔드형",60805781,60805781-2,,예지정밀,
120mm 자주박격포,M00005615,874652,5310.0,"너트,풀림방지식,육각형",,,MIL-DTL-45913,태창정밀,
120mm 자주박격포,M00005773,8352037,5310.0,"너트,평면형,육각형",,,MS35691,밀양공업사,
120mm 자주박격포,M00057390,375034854,2530.0,암,60626118,60626118,,우창기계 주식회사,
120mm 자주박격포,M00057412,375034697,5340.0,"브래킷,앵글형",60625127,60625127,,삼호정밀,
120mm 자주박격포,M00057414,375034858,3120.0,"부싱,슬리브형",60626123,60626123,,한화디펜스주식회사,
120mm 자주박격포,M00057614,375035074,4710.0,"튜브 조립체,금속제",60626111,60626111,,한화디펜스주식회사,
120mm 자주박격포,M00057615,375035061,4710.0,"튜브 조립체,금속제",60626112,60626112,,한화디펜스주식회사,
120mm 자주박격포,M00057616,375035075,4710.0,"튜브 조립체,금속제",60626113,60626113,,한화디펜스주식회사,
120mm 자주박격포,M00057700,375034856,4720.0,"호스,금속제",60626121,60626121-1,,한화디펜스주식회사,
120mm 자주박격포,M00057701,375034857,4720.0,"호스,금속제",60626121,60626121-2,,건일테크,2021-06-14
120mm 자주박격포,M00057755,375174863,4820.0,"밸브,조절용,유압식",60626122,60626122,,건웅테크 주식회사,
120mm 자주박격포,M00060879,7225194,4730.0,"어댑터,직선형,파이프와 호스연결용",60626034,60626034,,한화디펜스주식회사,
120mm 자주박격포,M00060880,375002318,4730.0,"엘보,튜브용",60626089,60626089,,하이펙주식회사,
120mm 자주박격포,M00060881,375035033,5340.0,"타이로드,인장용,나사선단형",60626114,60626114,,한화디펜스주식회사,
120mm 자주박격포,M00060882,375035034,5340.0,"브래킷,설치용",60626116,60626116,,삼호정밀,
120mm 자주박격포,M00061332,375002213,4730.0,"T형관,튜브용",60616138,60616138,,대성정밀주식회사,
120mm 자주박격포,M00061342,375002227,4730.0,"엘보,파이프 및 튜브 연결용",60616467,60616467,,대성정밀주식회사,
120mm 자주박격포,M51307899,375034980,5310.0,"너트,풀림방지식,육각형",60625124,60626124-2,,태창정밀,
120mm 자주박격포,M51316836,375003787,5310.0,"와셔,잠금식",60695503,60695510,,한화디펜스주식회사,
K21 보병전투차량,M00004634,375159683,5998.0,회로카드 조립체,60828038,60828332,,한화디펜스주식회사,
K21 보병전투차량,M00004649,375146155,2590.0,"조정핸들,사수용",60829100,60829100,,한화디펜스주식회사,
120mm 자주박격포,M51885927,4626603,5935.0,"연결기,플러그형,전기용",MS27142,MS27142-2,MS27142,예지정밀,
120mm 자주박격포,M51885927,4626603,5935.0,"연결기,플러그형,전기용",MS27142,MS27142-2,MS27142,예지정밀,
120mm 자주박격포,M00057312,375007202,2530.0,"덮개,트랙용(좌측)",60613008,60613008,,덕인산업,2021-06-14
120mm 자주박격포,M00057313,375007203,2530.0,"덮개,트랙용(우측)",60613009,60613009,,주식회사 경성엠티,
120mm 자주박격포,M00060696,375007004,2530.0,"클램프,패널용",60613011,60613011,,평화정밀,2021-06-14
120mm 자주박격포,M00061177,37A149168,2520.0,트랙카바덮개,60613017,60613017,,덕인산업,2021-06-14
120mm 자주박격포,M00003098,375248931,5310.0,"와셔,어깨형",60639009,60639009-1,,태창정밀,
120mm 자주박격포,M00003124,9301618,5325.0,"삽입기,나사용",60695302,60695302-3,,하이펙주식회사,
120mm 자주박격포,M00003125,9301619,5325.0,"삽입기,나사용",60695302,60695302-4,,태창정밀,
120mm 자주박격포,M00005615,874652,5310.0,"너트,풀림방지식,육각형",,,MIL-DTL-45913,태창정밀,
120mm 자주박격포,M00045078,375002461,9999.0,환풍기조립체,60639108,60639108,,주식회사 동성전기,2021-06-14
120mm 자주박격포,M00045921,64871,5365.0,"스페이서,슬리브형",60639046,60639046,,(주)지엔텔,
120mm 자주박격포,M00054722,375072419,5340.0,"플러그,배출용",60639039,60639039,,한화디펜스 주식회사,
120mm 자주박격포,M00055399,10657423,5310.0,"와셔,오목형",60639037,60639037,,태창정밀,
120mm 자주박격포,M00061089,10705958,5305.0,나비나사,60639031,60639031,,평화정밀,2021-06-14
120mm 자주박격포,M00061417,375005897,5330.0,개스킷,60639185,60639185,,한양산업,2021-06-14
120mm 자주박격포,M00061514,375002530,5330.0,개스킷,60639091,60639091,,한양산업,2021-06-14
120mm 자주박격포,M00003140,1202113,5310.0,"와셔,잠금식",60695503,60695507,,주식회사 거호,
120mm 자주박격포,M00003178,375020236,5310.0,"너트,평면형,육각형",60805779,60805779-2,,한화디펜스주식회사,
120mm 자주박격포,M00003181,375178921,3120.0,"베어링,플레인형,로드 엔드형",60805781,60805781-2,,예지정밀,
