전국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31892,49,0,34,23,41,274,1168,48048,6425,0,0,0,17,1,451,5,6642,1,42347,756,29,250,21,6444,713,452,49,0,60,6268,70,5,0,373,67,0,196,57,0,34,0,2,9,170,0,2778,12,17,
서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3487,7,0,8,1,4,44,179,6025,820,0,0,0,6,0,96,0,1059,0,10904,149,2,28,3,978,99,94,9,0,6,160,4,0,0,9,16,0,60,5,0,8,0,0,3,10,0,751,1,13,
부산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,2,0,0,9,3,9,55,2822,293,0,0,0,0,0,16,0,316,0,3017,15,1,12,0,821,4,17,0,0,3,433,1,0,0,8,4,0,5,1,0,0,0,0,0,2,0,244,0,0,
대구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047,2,0,1,0,0,25,44,2489,336,0,0,0,0,0,18,1,44,0,1740,23,0,11,2,244,10,23,1,0,2,130,2,0,0,7,2,0,5,3,0,1,0,0,0,7,0,127,2,0,
인천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,2,0,4,2,4,14,69,4351,346,0,0,0,0,0,37,0,723,0,3601,48,4,17,2,515,131,31,4,0,9,66,0,0,0,3,6,0,14,2,0,2,0,0,0,4,0,149,0,1,
광주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0,0,0,0,1,32,23,878,211,0,0,0,0,0,5,1,108,0,983,30,0,5,1,186,3,6,3,0,0,219,3,0,0,5,2,0,7,1,0,0,0,0,0,4,0,73,0,0,
대전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,0,0,0,0,1,12,49,1242,131,0,0,0,0,0,9,0,110,0,847,13,0,3,0,116,3,8,1,0,1,162,2,0,0,5,2,0,1,1,0,0,0,0,0,2,0,66,0,0,
울산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0,0,1,0,3,4,19,641,236,0,0,0,0,0,5,0,87,0,745,9,0,5,0,135,2,2,0,0,4,291,0,0,0,2,0,0,5,1,0,1,0,0,0,4,0,32,1,0,
경기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8878,7,0,7,5,15,50,355,14323,1909,0,0,0,8,0,131,2,2425,1,11173,222,8,69,8,1266,393,141,16,0,13,452,4,1,0,39,15,0,62,10,0,6,0,1,4,28,0,668,2,2,
강원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,1,0,1,1,1,7,35,1548,248,0,0,0,1,0,12,0,325,0,946,30,3,11,1,106,31,10,1,0,0,23,0,0,0,7,6,0,1,0,0,1,0,0,0,32,0,59,0,0,
충북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,3,0,2,0,1,3,56,774,221,0,0,0,1,0,10,1,235,0,562,24,2,7,0,121,3,18,0,0,2,166,2,0,0,14,4,0,7,7,0,2,0,0,0,3,0,67,0,0,
충남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,2,0,0,0,0,12,48,1885,320,0,0,0,0,0,16,0,334,0,1001,19,3,23,1,237,10,9,2,0,3,805,18,0,0,56,2,0,3,4,0,3,0,0,0,7,0,130,3,0,
전북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,0,0,0,0,1,5,77,1329,213,0,0,0,0,0,21,0,57,0,1528,40,0,16,0,201,8,13,1,0,5,632,7,1,0,52,0,0,6,2,0,1,0,0,0,8,0,74,0,0,
전남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,0,0,3,0,0,10,35,2001,261,0,0,0,0,0,15,0,137,0,949,42,2,10,0,427,8,18,3,0,4,1080,17,1,0,74,0,0,6,3,0,2,0,0,0,8,0,78,0,0,
경북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,21,0,2,2,0,18,43,2213,249,0,0,0,0,1,17,0,298,0,1451,32,3,12,2,315,4,23,3,0,0,427,3,0,0,29,2,0,2,14,0,2,0,0,0,26,0,100,1,0,
경남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2348,2,0,5,2,5,21,39,4155,442,0,0,0,1,0,25,0,317,0,2547,49,1,16,1,686,2,17,5,0,8,1147,4,2,0,50,4,0,12,3,0,4,0,1,2,16,0,104,2,0,
제주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,0,0,0,1,0,7,34,963,125,0,0,0,0,0,17,0,55,0,309,8,0,5,0,66,1,21,0,0,0,51,0,0,0,11,2,0,0,0,0,1,0,0,0,9,0,37,0,1,
세종,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,2,1,8,409,64,0,0,0,0,0,1,0,12,0,44,3,0,0,0,24,1,1,0,0,0,24,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,
