전국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20929,0,0,61,29,18,165,6583,21,9708,0,0,0,2,1,269,5,678,3,23311,494,21,453,23,10116,294,383,52,0,9,5915,144,4,0,310,68,0,3,46,0,8,0,2,0,172,0,0,0,0,
서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832,0,0,3,7,4,25,1453,3,1166,0,0,0,1,1,53,0,72,1,6459,79,3,71,3,1553,40,67,5,0,0,119,7,0,0,8,15,0,0,6,0,2,0,0,0,15,0,0,0,0,
부산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231,0,0,10,5,2,7,96,0,506,0,0,0,0,0,13,0,38,0,2370,10,1,29,0,1401,3,16,4,0,0,421,13,0,0,11,8,0,0,3,0,0,0,0,0,4,0,0,0,0,
대구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0,0,1,1,0,8,70,0,477,0,0,0,0,0,8,0,9,0,1733,6,2,11,1,370,1,24,3,0,0,142,4,0,0,6,2,0,0,0,0,0,0,0,0,9,0,0,0,0,
인천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,0,0,1,1,0,9,577,2,471,0,0,0,0,0,24,1,35,0,1897,14,0,28,2,739,46,24,4,0,1,58,2,0,0,2,4,0,1,1,0,1,0,0,0,2,0,0,0,0,
광주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,3,3,2,36,147,0,271,0,0,0,0,0,7,0,90,0,343,14,0,15,1,286,0,15,2,0,0,156,3,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
대전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,2,0,0,7,196,1,288,0,0,0,0,0,11,0,12,0,354,2,3,8,1,188,3,6,0,0,0,160,5,0,0,4,4,0,0,7,0,1,0,0,0,1,0,0,0,0,
울산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,7,2,0,6,24,0,326,0,0,0,0,0,5,0,35,0,283,4,0,7,0,229,3,3,1,0,5,248,2,0,0,2,3,0,1,2,0,0,0,0,0,6,0,0,0,0,
경기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5713,0,0,10,5,4,18,2493,4,2718,0,0,0,0,0,64,0,175,1,4597,153,3,143,8,1881,175,86,8,0,1,341,12,3,0,29,20,0,0,2,0,1,0,2,0,37,0,0,0,0,
강원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,2,0,0,4,158,0,376,0,0,0,0,0,6,0,18,0,500,42,0,15,1,218,8,7,0,0,0,29,6,0,0,32,2,0,1,0,0,0,0,0,0,19,0,0,0,0,
충북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0,0,0,1,0,4,238,1,234,0,0,0,0,0,9,1,16,0,192,16,2,15,1,192,3,12,1,0,0,119,9,0,0,7,2,0,0,5,0,0,0,0,0,2,0,0,0,0,
충남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0,0,3,0,1,2,475,0,469,0,0,0,0,0,15,1,23,0,506,27,3,29,0,380,4,4,1,0,0,571,22,0,0,43,3,0,0,8,0,3,0,0,0,18,0,0,0,0,
전북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,0,2,1,0,3,196,1,419,0,0,0,1,0,7,0,16,0,1067,20,1,15,0,290,1,10,3,0,0,732,13,0,0,76,1,0,0,3,0,0,0,0,0,6,0,0,0,0,
전남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,0,0,4,1,3,14,125,0,525,0,0,0,0,0,8,0,45,0,406,29,0,14,1,682,4,32,8,0,0,1118,8,1,0,45,2,0,0,2,0,0,0,0,0,9,0,0,0,0,
경북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,0,0,4,0,0,8,110,6,422,0,0,0,0,0,12,1,22,0,762,32,1,24,0,484,2,22,2,0,0,385,16,0,0,13,0,0,0,5,0,0,0,0,0,23,0,0,0,0,
경남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655,0,0,9,2,0,6,70,3,776,0,0,0,0,0,15,1,50,1,1579,33,2,20,3,1063,1,15,10,0,1,1246,21,0,0,26,2,0,0,1,0,0,0,0,0,11,0,0,0,0,
제주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,2,4,108,0,176,0,0,0,0,0,10,0,20,0,232,12,0,5,0,127,0,40,0,0,1,37,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,
세종,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,4,47,0,88,0,0,0,0,0,2,0,2,0,31,1,0,4,1,33,0,0,0,0,0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
