전국,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26964,8,0,19,22,37,216,1324,292,7737,0,0,0,11,1,431,3,815,2,38405,572,24,315,17,7249,747,476,69,0,21,5663,59,5,0,452,67,0,206,57,0,45,0,2,13,198,2,0,0,0,
서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3135,0,0,1,3,4,30,219,20,1063,0,0,0,4,0,73,0,130,2,11218,103,5,47,3,1136,94,108,9,0,1,140,0,0,0,4,11,0,53,5,0,10,0,1,7,12,2,0,0,0,
부산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,0,0,1,0,1,6,55,4,335,0,0,0,0,0,21,0,33,0,3070,9,1,24,0,910,7,13,5,0,0,268,1,0,0,11,3,0,11,2,0,1,0,0,0,5,0,0,0,0,
대구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511,0,0,1,0,0,9,63,4,325,0,0,0,0,0,18,0,15,0,1868,28,0,10,1,282,2,38,1,0,3,125,2,0,0,7,4,0,4,3,0,0,0,0,0,10,0,0,0,0,
인천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,2,4,8,64,6,429,0,0,0,0,0,42,0,34,0,2983,30,2,15,1,606,126,20,8,0,2,65,1,1,0,4,2,0,16,3,0,10,0,0,1,0,0,0,0,0,
광주,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,861,0,0,2,0,0,21,23,23,223,0,0,0,0,0,12,0,37,0,894,21,1,4,0,172,5,3,0,0,0,168,6,0,0,5,2,0,6,0,0,0,0,0,1,2,0,0,0,0,
대전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,1,0,0,1,10,8,35,2,194,0,0,0,0,0,11,0,26,0,985,11,0,7,0,135,6,10,3,0,0,133,0,0,0,4,3,0,2,5,0,0,0,0,0,3,0,0,0,0,
울산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,3,0,1,2,25,0,271,0,0,0,0,0,5,0,16,0,468,9,0,7,0,131,1,2,0,0,3,177,0,1,0,5,3,0,1,0,0,0,0,0,0,3,0,0,0,0,
경기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7505,3,0,6,7,8,43,420,35,2378,0,0,0,6,1,123,0,303,0,8878,159,1,102,5,1501,434,133,9,0,5,360,3,0,0,66,16,0,66,14,0,8,0,1,3,31,0,0,0,0,
강원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0,0,0,4,0,11,36,1,315,0,0,0,0,0,17,0,21,0,768,42,1,8,3,136,29,5,0,0,0,20,4,0,0,37,1,0,6,0,0,0,0,0,1,28,0,0,0,0,
충북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,1,0,0,0,1,4,48,5,223,0,0,0,0,0,17,0,31,0,461,12,2,8,1,151,2,12,0,0,1,119,2,0,0,4,3,0,3,10,0,2,0,0,0,8,0,0,0,0,
충남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,1,0,0,0,1,10,51,7,353,0,0,0,1,0,14,0,52,0,902,21,2,14,0,226,8,17,5,0,1,788,15,0,0,102,2,0,9,5,0,11,0,0,0,12,0,0,0,0,
전북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,0,0,1,0,1,14,95,4,246,0,0,0,0,0,17,1,20,0,1375,15,1,7,0,221,6,11,3,0,1,728,6,1,0,54,3,0,5,1,0,0,0,0,0,16,0,0,0,0,
전남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469,0,0,1,2,2,10,51,1,339,0,0,0,0,0,7,0,32,0,637,36,0,20,1,435,14,14,13,0,3,1024,13,0,0,77,3,0,7,3,0,0,0,0,0,16,0,0,0,0,
경북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,1,0,1,1,1,17,64,9,274,0,0,0,0,0,14,1,24,0,1035,25,2,14,2,417,6,43,3,0,0,364,2,0,0,23,2,0,6,4,0,1,0,0,0,20,0,0,0,0,
경남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2174,1,0,2,1,0,15,42,169,550,0,0,0,0,0,28,1,22,0,2580,46,5,24,0,701,5,26,9,0,1,1087,3,2,0,44,5,0,9,2,0,2,0,0,0,19,0,0,0,0,
제주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0,0,0,1,5,23,1,158,0,0,0,0,0,9,0,14,0,244,1,0,3,0,79,2,19,1,0,0,53,0,0,0,2,3,0,1,0,0,0,0,0,0,8,0,0,0,0,
세종,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,1,2,3,10,1,61,0,0,0,0,0,3,0,5,0,39,4,1,1,0,10,0,2,0,0,0,44,1,0,0,3,1,0,1,0,0,0,0,0,0,5,0,0,0,0,
